companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Gamma Tech 1532,technology,139901.11,105304.02,45225.06,33907.2,171739.33,54367.95,123772.19,156376.71,101623.11,tight
Omega LLC 1533,manufacturing,81449.06,52427.92,24281.41,8301.19,101806.45,18117.27,54454.07,99260.53,52354.54,stable
Nexus LLC 1534,healthcare,77182.56,44081.27,26202.48,19279.38,131775.13,26199.2,25122.04,63551.08,44325.09,stable
Gamma Tech 1535,technology,64379.88,34908.72,18780.72,8272.38,112925.73,19811.56,65770.42,99803.88,37478.08,stable
Peak Holdings 1536,manufacturing,24969.63,16970.36,4579.28,3262.84,38142.58,7189.25,10315.86,18029.73,16431.32,stable
Beta Group 1537,healthcare,33458.87,15445.82,11368.45,2342.3,56258.78,5309.97,18493.01,42065.46,15498.68,stable
Apex Inc 1538,healthcare,57337.49,36317.9,16451.34,14783.83,56531.12,24882.42,66058.79,86623.73,38979.99,stable
Prime Inc 1539,services,65368.86,33105.03,7034.11,13538.71,57281.72,21181.37,37369.74,64266.78,31523.12,critical
Apex Solutions 1540,retail,189595.87,154084.71,18152.1,27518.29,225958.5,65770.51,100414.76,103908.99,156497.93,critical
Zen Inc 1541,services,52114.67,30132.36,14354.16,5896.07,74605.88,12792.86,61288.59,87741.6,28028.43,stable
Gamma Corp 1542,technology,173710.48,95878.51,49763.18,27265.03,171830.47,41742.29,65547.74,147858.11,92242.41,stable
Omega Corp 1543,retail,141981.57,113187.26,22858.16,23283.89,199807.22,59739.5,63128.04,93763.93,105385.76,tight
Beta Tech 1544,technology,64679.97,42550.43,17743.34,15775.42,63016.97,23335.46,44919.32,68636.52,41394.1,stable
Flux Group 1545,manufacturing,105986.01,67673.8,17007.83,11329.4,97876.29,25188.02,106929.9,145654.08,64495.12,stable
Zen Group 1546,retail,49275.27,35012.94,9697.65,11026.02,49452.72,17943.85,54001.9,63873.75,36684.68,tight
Core Tech 1547,technology,224150.5,94585.0,42900.19,25049.65,344604.83,47073.0,219683.66,360833.35,94031.04,stable
Beta LLC 1548,healthcare,119490.99,67243.22,38507.21,19465.83,185730.13,32245.37,140827.0,204930.72,66221.12,stable
Beta Solutions 1549,retail,23100.58,15953.32,3402.01,4425.88,27211.44,8202.64,7280.41,13696.64,16444.23,stable
Flux Solutions 1550,retail,68133.19,51504.15,11005.18,10092.12,100923.91,20950.02,58428.02,77887.35,55189.36,tight
Core Group 1551,technology,290934.66,152557.23,76712.64,32965.24,458688.98,58183.53,117744.63,300502.65,147713.07,stable
Alpha Solutions 1552,retail,51793.25,36717.47,3009.29,6221.49,49096.64,19720.33,57973.56,69438.73,34172.22,tight
Nexus Tech 1553,retail,85662.64,55849.77,9418.21,10309.07,119189.5,22953.19,97807.58,133051.79,52362.78,stable
Omega Inc 1554,retail,92661.01,70764.21,10430.12,31374.62,75871.29,43674.89,53069.31,53289.34,74808.69,critical
Peak Corp 1555,technology,33964.32,21535.32,8876.42,5037.89,42950.41,11076.0,35490.6,47591.59,22727.02,stable
Alpha Solutions 1556,healthcare,108108.21,73750.25,43081.44,17855.5,109918.44,31190.94,93756.63,138375.71,73459.56,stable
Vertex LLC 1557,services,17669.08,9735.47,2461.65,1831.55,18837.26,5173.48,6898.71,14384.4,9186.61,stable
Prime Group 1558,manufacturing,39927.11,23026.53,10582.64,8670.62,51322.9,12479.08,33638.25,50847.75,23124.12,stable
Beta Inc 1559,manufacturing,155731.49,101288.34,40165.46,43274.72,130477.01,70233.52,183521.98,233867.99,104017.8,stable
Omega Solutions 1560,services,71685.55,37091.21,17779.65,14351.52,86785.08,28667.12,41382.97,69277.56,36095.61,stable
Apex Solutions 1561,services,42237.23,21867.75,8166.29,7299.12,56809.66,11448.36,12714.53,32128.1,20407.05,stable
Gamma Tech 1562,manufacturing,94134.42,66458.76,27257.24,26182.75,132131.28,39497.24,110995.07,133223.75,64565.39,tight
Nexus Group 1563,services,51357.47,34103.58,9829.25,9251.25,38299.47,19486.29,34542.27,50119.25,35143.47,stable
Delta Tech 1564,services,54431.72,33473.75,12068.58,13652.24,44473.94,26873.15,37440.28,54493.28,36035.79,stable
Flux Group 1565,healthcare,121512.98,69383.74,33398.2,27028.83,136849.04,44129.07,114386.35,163836.19,65943.31,stable
Delta Holdings 1566,manufacturing,36805.99,27761.74,4346.28,4178.62,53765.16,12844.76,31062.3,36445.65,29603.15,tight
Nova Holdings 1567,technology,80389.06,52351.3,25634.25,15513.69,135747.65,25359.89,45965.5,72523.21,51987.97,stable
Flux Group 1568,technology,60630.28,32468.4,19496.22,7447.76,68583.28,17524.31,23644.6,61521.37,33316.31,stable
Alpha Group 1569,manufacturing,18524.09,14224.82,5071.44,2501.72,27650.31,5533.96,19350.75,26286.4,15052.59,tight
Nexus Inc 1570,manufacturing,31537.91,21671.9,7056.71,8752.39,41035.36,15325.95,23181.61,31269.24,21871.15,stable
Vertex LLC 1571,retail,209937.5,133772.96,47128.05,20384.98,358554.02,43416.04,190041.07,270182.59,124386.62,stable
Peak Holdings 1572,manufacturing,89598.05,65981.46,20339.3,24350.39,73618.24,42907.17,96269.0,109924.66,63508.77,tight
Gamma Corp 1573,manufacturing,22843.9,16387.23,6191.7,7316.21,30129.39,10746.89,7217.53,13538.99,17181.44,tight
Vertex Holdings 1574,services,15714.76,8356.89,3610.18,2461.99,20779.15,5139.76,16868.96,24760.29,8427.61,stable
Core LLC 1575,technology,71156.23,42480.54,27461.82,11103.23,84932.47,25415.66,69492.29,106665.44,41318.77,stable
Beta Inc 1576,technology,271390.36,147221.98,77115.17,48840.88,225553.0,102140.48,312679.57,426760.17,149184.2,stable
Prime Holdings 1577,healthcare,61877.69,43240.78,19636.29,16924.85,53799.25,34138.95,31571.96,46792.43,41639.63,stable
Omega Inc 1578,services,153313.35,83789.42,19178.39,18607.58,165380.76,40798.26,90482.49,157381.67,80317.32,stable
Delta Tech 1579,services,71409.35,40226.02,19824.55,9059.32,104978.33,21837.06,63935.0,101148.51,42339.61,stable
Core Tech 1580,services,78561.72,45453.56,17367.68,15097.56,111655.56,22124.95,89027.22,119827.3,44726.8,stable
Alpha Group 1581,services,18509.94,8470.76,4121.29,3659.06,16726.0,6846.37,22089.81,32363.29,8164.44,stable
Apex LLC 1582,retail,126755.88,85998.46,38766.41,20599.38,210897.37,46737.39,85568.32,135005.87,84748.75,stable
Nova Corp 1583,retail,45800.69,26253.16,7614.47,6905.27,47789.11,13608.66,35967.59,52591.72,28020.03,critical
Alpha Solutions 1584,retail,119428.6,94967.16,10137.57,42545.29,185024.97,67101.72,54160.38,55498.94,90116.82,critical
Apex Inc 1585,manufacturing,34336.84,20705.91,8247.88,4200.54,29473.53,11230.17,31747.08,47933.79,19663.09,stable
Omega Tech 1586,services,62086.2,34805.87,9391.21,6024.56,92366.6,18497.86,65416.09,90368.16,33991.49,stable
Apex Tech 1587,retail,79348.3,61866.21,10331.67,20225.71,122080.92,42001.13,80838.81,79946.03,57515.17,tight
Gamma Corp 1588,manufacturing,58225.78,43563.84,13384.39,6851.73,90398.21,18947.06,35591.02,53400.28,40600.95,tight
Prime Holdings 1589,retail,82754.71,54094.98,9984.25,11042.41,118297.02,24175.95,96569.58,127402.15,49862.41,stable
Vertex Group 1590,technology,62896.55,37410.06,14487.33,12594.57,68660.76,27049.25,25681.41,47177.76,35292.27,stable
Gamma Group 1591,technology,46310.15,33974.17,17580.49,11818.04,73770.6,22300.76,34481.29,50697.25,34737.29,tight
Omega Inc 1592,technology,281180.19,207270.62,88555.56,62829.44,392046.43,122090.88,224701.61,300489.63,197203.11,tight
Beta Solutions 1593,services,124716.92,78445.18,23537.37,20797.73,138835.56,44298.32,97636.19,150749.94,76911.29,stable
Core Inc 1594,retail,32575.25,25310.95,6120.3,8171.88,54758.79,15954.15,31992.21,33781.77,26143.52,tight
Prime Tech 1595,services,84914.06,39874.92,18982.82,13677.72,86103.54,26767.39,72062.02,113036.04,36887.96,stable
Flux Group 1596,healthcare,39663.18,28061.29,14428.85,10973.22,50647.04,19063.18,14652.23,25271.43,26755.02,tight
Alpha Holdings 1597,technology,30170.4,17720.83,10084.45,6872.59,52409.33,13408.72,13934.7,28536.42,19126.84,stable
Prime Tech 1598,technology,177977.39,114767.34,54585.09,40104.33,195010.72,81986.21,138647.08,205168.64,116547.83,stable
Prime Solutions 1599,services,13785.32,6884.01,3219.03,2879.37,12216.45,4673.1,12752.7,19326.63,7060.22,stable
Prime Group 1600,retail,125678.8,92520.38,23584.33,37138.38,125384.13,54914.69,95862.39,112010.88,92757.94,tight
Omega LLC 1601,services,44022.74,24790.61,9162.71,4709.57,64601.07,12002.07,27292.21,46605.81,26638.57,stable
Omega Group 1602,technology,65717.92,40725.55,18991.18,17797.22,108357.97,30226.04,22739.79,40420.26,38407.75,stable
Vertex LLC 1603,healthcare,99720.1,68756.79,42532.61,28707.52,103805.12,48017.51,100447.34,136633.69,63997.42,stable
Apex Tech 1604,services,85784.92,43206.81,15107.15,10640.89,111333.18,26741.67,64122.07,104218.93,45392.5,stable
Gamma Inc 1605,technology,40186.63,19793.41,12842.27,3088.87,55732.94,6518.18,31542.9,61427.96,18222.91,stable
Apex LLC 1606,retail,106317.0,93557.13,18147.83,30985.45,142410.9,51741.53,76767.5,69374.9,94478.66,tight
Omega Solutions 1607,services,59002.55,44201.19,10002.24,12443.75,79097.55,28641.17,31791.21,36483.47,40675.08,tight
Apex LLC 1608,retail,21920.03,17224.62,2402.63,6456.99,34394.2,13085.95,12028.31,11550.81,16806.39,tight
Apex Tech 1609,retail,52265.95,33663.49,6915.17,10347.48,51159.83,18981.53,18666.82,28903.78,34476.19,critical
Vertex Inc 1610,retail,180777.67,124401.14,22667.56,21514.82,167247.56,46166.27,169359.59,227866.51,125343.13,stable
Alpha Corp 1611,retail,228953.87,181040.56,17650.85,40445.59,265201.57,86625.84,124707.87,155389.47,182774.56,tight
Apex Holdings 1612,healthcare,127541.91,96586.12,40485.02,40059.78,159024.83,65562.54,72533.75,84769.16,91290.82,tight
Alpha Group 1613,healthcare,27723.81,15330.4,10072.37,2472.9,37068.54,6763.76,33106.39,49983.26,14826.91,stable
Nova Tech 1614,retail,88653.03,65607.98,18909.44,24340.62,69377.57,38681.75,57379.02,72763.51,67812.71,tight
Core LLC 1615,services,106439.09,60209.89,24238.26,14304.85,93236.57,28042.15,80854.06,127104.35,55617.53,stable
Core Corp 1616,technology,139097.53,93079.38,23649.82,26601.34,223306.93,55818.67,90110.97,132676.33,94498.4,stable
Apex LLC 1617,technology,145849.08,83500.34,48431.4,25826.79,131316.19,51331.85,81846.42,170251.21,83728.34,stable
Gamma LLC 1618,manufacturing,88072.94,50632.68,19560.33,11393.59,115572.66,27369.5,26885.65,66503.29,49368.54,stable
Core Holdings 1619,services,50853.77,30496.79,11322.8,10539.33,75122.67,17990.35,54382.91,70328.63,29690.58,stable
Vertex Inc 1620,technology,47842.53,33010.56,14318.95,11818.86,38807.79,19547.1,34725.94,44709.41,34589.51,stable
Peak Group 1621,technology,17051.88,10118.46,4951.28,1775.97,17275.5,4183.0,16163.5,25005.76,9927.42,stable
Nexus Tech 1622,manufacturing,86424.25,63298.78,21164.28,16595.56,96964.57,41142.45,100493.34,129650.73,59043.68,tight
Peak LLC 1623,services,62535.01,32020.47,12436.89,11953.66,75398.22,19920.72,18919.85,50869.8,34387.62,stable
Prime Holdings 1624,technology,121591.82,64727.97,44650.98,23722.23,146982.08,43239.86,110348.91,177098.85,60899.89,critical
Flux Inc 1625,retail,20536.62,17088.81,3060.31,5355.31,26656.87,10152.32,8353.82,7833.24,17902.11,tight
Nexus Solutions 1626,healthcare,120371.12,81972.69,48663.25,31420.33,136100.53,61672.8,85724.53,127118.58,75597.75,stable
Beta Inc 1627,retail,309785.71,244492.02,61026.33,44569.3,223813.43,103804.63,329024.6,387848.42,239187.46,tight
Delta Holdings 1628,technology,82877.95,59686.15,27627.55,11069.6,69196.74,26500.62,30196.27,63801.81,59831.12,tight
Gamma LLC 1629,technology,74089.72,38201.59,15608.41,13265.38,78252.16,27044.64,88215.08,122931.75,35327.5,stable
Gamma Corp 1630,retail,76665.1,54113.13,15780.1,19372.51,81839.57,29666.96,63076.38,76616.88,56139.88,tight
Apex LLC 1631,manufacturing,334763.57,238564.13,76026.46,94079.68,560966.34,165308.64,219435.55,288985.97,229425.46,tight
Prime Inc 1632,services,23759.11,11994.9,5602.07,2450.69,18545.58,5449.14,7544.92,23146.49,12073.91,stable
Omega Tech 1633,manufacturing,77487.8,59096.14,15603.98,18026.18,95421.45,41454.72,64170.8,75699.71,61860.21,tight
Flux Inc 1634,healthcare,37895.8,24064.14,11018.06,8380.32,51862.66,16329.82,28247.58,39702.49,24414.95,stable
Gamma Tech 1635,services,34788.28,16371.27,10395.41,3554.36,52116.12,6053.26,17177.94,34889.21,16255.0,stable
Peak Group 1636,retail,57545.3,43461.76,5878.3,13259.24,71407.13,28899.76,42664.25,46184.52,42322.11,tight
Peak Inc 1637,retail,175933.01,134347.22,36471.85,45884.08,125870.36,89653.72,54804.95,67226.02,124569.0,tight
Nova LLC 1638,services,227619.8,142211.06,46871.7,30480.79,304504.92,71756.16,273036.74,367388.96,151608.85,stable
Zen Inc 1639,technology,111399.48,70343.35,31079.79,18477.02,122693.38,33181.04,66717.49,115909.33,71378.03,stable
Apex Solutions 1640,healthcare,53159.16,36514.59,18486.55,7847.05,86151.2,14687.29,38923.14,63016.28,37283.06,stable
Gamma Corp 1641,healthcare,527821.08,356608.24,150400.12,150090.3,513733.89,259604.65,531146.54,689160.48,353214.04,tight
Flux Tech 1642,technology,55288.53,32340.59,16548.53,7148.55,83790.75,15556.62,52054.18,79661.95,31681.94,stable
Apex Corp 1643,manufacturing,41706.05,26804.58,8168.67,4992.36,55108.63,14786.89,45864.27,62307.23,24860.3,stable
Prime LLC 1644,technology,18815.0,11723.76,5272.49,1882.21,26952.84,4409.78,21584.44,33270.76,11102.85,stable
Core Corp 1645,technology,237812.43,136349.76,82346.11,22291.28,243094.87,64475.17,111833.68,251439.13,134725.53,stable
Flux Holdings 1646,manufacturing,142900.9,119348.8,37541.43,24762.0,204617.44,50089.1,93079.91,122573.8,114416.44,tight
Peak Group 1647,retail,414258.08,355174.34,31438.66,118082.17,543866.95,227859.2,380344.96,334501.88,329285.94,tight
Delta Tech 1648,healthcare,23640.18,16562.95,9280.53,2572.14,32670.36,5256.77,8050.0,21333.16,16684.89,tight
Delta LLC 1649,services,173022.36,100400.96,34543.05,23696.95,179945.11,48589.05,163549.46,237177.42,99824.48,stable
Nexus Corp 1650,services,56996.66,30947.09,9854.19,5182.09,47845.59,11160.19,17349.5,43003.8,30557.77,critical
Beta Solutions 1651,retail,114105.66,74067.14,21375.85,20079.43,111514.82,42409.45,128104.1,167771.1,77435.47,stable
Nova Holdings 1652,retail,16022.97,11740.13,2269.49,1932.11,22519.76,4622.73,15163.37,20313.31,11927.08,tight
Core Solutions 1653,retail,193777.42,146904.99,17772.67,48811.02,193994.0,99182.27,156756.1,180660.68,135185.85,tight
Core LLC 1654,technology,146031.51,90299.53,57301.37,32194.25,232935.4,48326.13,100179.2,181766.97,94083.59,stable
Prime Solutions 1655,services,52235.18,30691.45,10401.88,11337.46,75178.28,20208.93,62119.24,86456.72,30605.95,stable
Nova Inc 1656,retail,100316.97,82631.73,14639.33,17956.12,132428.53,42615.04,96591.25,114134.87,82854.03,tight
Apex Tech 1657,technology,42191.25,22978.52,11802.78,9433.83,61315.83,13007.59,43312.0,63796.88,24410.81,stable
Beta Inc 1658,services,33897.19,16791.11,8779.31,5995.88,46432.59,8665.6,35349.57,51849.15,15741.25,stable
Vertex Solutions 1659,retail,41325.88,35791.05,5114.33,5976.93,47201.52,14103.65,13211.37,13269.27,36360.29,tight
Beta Inc 1660,technology,17679.87,11698.39,3938.21,3301.64,16275.52,6837.7,6174.09,11397.44,11290.65,stable
Peak Solutions 1661,technology,155091.58,88206.53,41264.61,33547.32,249522.11,68005.86,74215.74,143261.93,81668.11,stable
Zen Tech 1662,manufacturing,170857.49,118134.81,54048.84,28738.44,304229.33,49139.84,152011.19,216113.33,116951.23,stable
Prime Tech 1663,healthcare,40996.67,26310.96,16054.57,6958.4,55677.2,15530.27,35320.86,54245.99,25400.03,stable
Core Group 1664,technology,102839.69,61963.58,29540.62,20998.29,176934.46,41023.62,60947.66,103598.12,57021.3,stable
Core Group 1665,services,43573.62,25613.21,11706.61,4268.29,76979.65,12397.12,51229.45,73712.91,25584.3,stable
Core Solutions 1666,services,70070.6,52749.11,16634.56,23213.86,85737.9,37932.8,26892.82,31467.49,51155.02,tight
Vertex Holdings 1667,services,32616.63,18434.29,6088.56,3730.07,46022.92,10950.9,32585.59,47374.92,18239.98,stable
Alpha Holdings 1668,technology,38392.76,25070.77,11199.34,3961.22,55112.61,10866.81,28133.81,46164.39,23112.17,stable
Delta Inc 1669,technology,180597.16,83992.46,57152.84,12733.0,190300.77,42934.52,122255.39,258084.06,82672.53,stable
Nexus Group 1670,services,51202.47,26175.11,8110.76,7063.78,36123.09,12707.92,16538.83,45956.87,26051.17,stable
Flux LLC 1671,retail,301850.51,256061.35,45345.57,106336.14,333116.35,196361.45,288273.17,264214.64,254669.25,tight
Core Holdings 1672,manufacturing,68347.36,50042.92,18141.14,19813.43,106118.2,39787.38,67965.84,83838.47,51779.82,tight
Nexus Inc 1673,healthcare,34250.59,10275.18,9098.73,4352.71,37360.08,8231.81,20107.21,46101.02,11082.87,stable
Prime LLC 1674,technology,207713.91,135828.66,60347.95,42125.18,327143.73,72824.89,158956.51,232945.59,125567.89,stable
Apex Solutions 1675,healthcare,119009.87,95618.85,39850.12,27215.41,177282.91,61785.39,100658.3,135497.79,94028.16,tight
Beta Group 1676,services,96388.08,37622.91,24232.29,9998.6,139468.22,16538.0,60809.38,133427.47,39770.23,stable
Nova Tech 1677,healthcare,186241.98,143695.19,48008.56,23555.3,194346.5,69455.4,159055.09,194935.68,146585.12,tight
Delta Inc 1678,retail,35516.87,18761.56,4650.04,7933.44,39103.08,12352.48,24532.01,38478.97,20213.25,stable
Beta Group 1679,services,48670.91,30421.26,8561.81,9091.48,41740.96,18664.06,53064.09,69104.12,31460.04,stable
Alpha Group 1680,manufacturing,57420.14,40154.37,17111.4,11505.04,59980.16,21666.59,54357.45,71954.69,41595.09,stable
Delta LLC 1681,healthcare,25584.05,11819.89,8898.71,3599.75,23989.46,5399.43,10219.55,25529.24,11018.19,stable
Core Holdings 1682,services,43641.66,25560.53,12647.56,9923.78,40000.99,15235.75,44498.9,62988.92,24641.39,stable
Alpha Inc 1683,healthcare,209279.33,155299.32,80177.14,33752.96,228872.92,58693.5,126353.45,213561.11,157381.81,stable
Omega Group 1684,retail,72393.4,56402.5,9374.14,20472.43,87575.97,34957.57,82674.11,91963.36,56604.58,tight
Nexus Corp 1685,technology,26516.31,17150.38,8272.64,6229.55,33230.08,12403.99,22354.15,31830.64,17870.95,stable
Alpha Holdings 1686,technology,22419.64,12713.41,6328.99,5147.23,23523.5,9399.85,7282.35,16530.45,13717.59,stable
Vertex Solutions 1687,manufacturing,249479.25,137485.23,73089.89,20980.94,412659.2,68719.67,239731.21,368416.68,131035.61,stable
Prime Corp 1688,manufacturing,61270.57,46280.67,11236.42,9307.91,74047.8,25589.44,25590.32,43495.23,45750.48,tight
Core Group 1689,manufacturing,39237.26,32958.52,8193.34,9601.28,64032.25,17609.71,42750.59,47075.28,34893.0,tight
Apex Group 1690,retail,48088.9,40412.3,8309.02,16373.53,62888.23,27547.79,55470.41,52702.4,42598.76,tight
Prime Solutions 1691,healthcare,22036.94,10819.47,9063.52,4755.54,20429.9,7753.75,20400.26,33992.7,11368.57,stable
Gamma Corp 1692,services,168234.75,72140.48,15124.57,23695.3,252920.3,36558.11,131153.37,211120.21,73530.12,stable
Alpha LLC 1693,technology,56835.81,30254.99,20956.7,6463.68,98109.24,15526.12,47847.61,90880.96,32642.44,stable
Prime Solutions 1694,healthcare,214538.13,112109.47,73585.13,23024.53,317144.1,60025.69,147166.65,306539.32,109560.61,stable
Apex Group 1695,healthcare,74880.06,48936.76,19154.79,16728.21,96638.69,31543.42,28096.83,46219.51,45932.39,stable
Vertex Solutions 1696,manufacturing,206681.81,151182.22,20650.33,32204.95,217602.82,83076.48,234782.1,262951.89,142294.16,tight
Peak LLC 1697,technology,95580.09,46411.76,21365.09,14662.69,115241.45,23003.94,56991.34,116686.79,45934.21,stable
Gamma Tech 1698,healthcare,142188.32,101262.3,49625.82,40549.84,230094.18,75014.69,82691.47,134234.11,106203.09,tight
Prime Corp 1699,services,95790.03,57290.9,18842.39,15293.57,115891.26,26868.34,45231.32,77882.99,56858.66,stable
Apex Corp 1700,healthcare,118297.09,71705.46,45149.27,18897.37,125121.02,45371.51,141148.23,197974.73,72983.34,stable
Vertex Group 1701,services,71181.42,38167.35,12280.62,6138.92,52012.49,14201.11,81738.19,119808.18,37300.32,stable
Zen Group 1702,services,44728.18,17623.61,6467.6,3986.91,34475.77,8798.12,27484.98,53367.81,18229.39,stable
Alpha Holdings 1703,retail,277159.31,200502.32,35849.36,72072.05,244118.26,126571.9,148004.41,180404.45,189374.98,tight
Peak Inc 1704,manufacturing,31880.84,22335.43,8023.79,5765.16,35687.88,10616.7,32672.53,42292.59,22407.31,tight
Zen Inc 1705,manufacturing,66088.91,47154.43,17284.8,9312.51,109308.07,20649.73,44963.53,69794.86,44778.82,tight
Peak Solutions 1706,services,54532.28,31645.64,8754.71,5750.97,49058.82,11966.15,63857.81,89879.96,31486.61,stable
Beta LLC 1707,technology,107400.15,66538.62,37060.82,11878.21,125085.83,31342.43,119331.78,182997.98,65798.65,stable
Gamma Solutions 1708,retail,42464.42,30950.3,5050.3,10762.66,35752.7,22469.83,41764.02,45796.8,31468.1,tight
Delta Holdings 1709,services,69316.38,39711.05,10848.99,13255.01,83336.03,22354.87,26404.82,48194.23,39771.7,stable
Nova Corp 1710,retail,52309.12,43425.07,6427.77,13268.8,64861.58,25298.23,48747.65,51266.48,46730.52,tight
Nexus Holdings 1711,healthcare,20267.21,13018.85,8182.72,3906.93,29101.07,8664.93,24088.16,34779.19,13852.7,stable
Delta Tech 1712,retail,60333.44,46783.01,8649.41,9166.71,96244.92,21476.48,38369.85,46896.59,45241.63,tight
Peak Solutions 1713,services,22341.19,11954.91,3692.42,3588.64,37100.95,7866.29,24428.12,35046.95,11230.3,stable
Gamma Corp 1714,services,13455.33,6704.25,3314.12,1126.19,21309.23,2880.0,8979.12,17044.64,6237.36,stable
Alpha Group 1715,retail,66802.69,52896.4,17177.47,22626.83,104374.77,36383.1,78439.16,85936.71,50340.39,tight
Flux Tech 1716,healthcare,106152.1,64283.79,38266.15,10761.64,130199.47,22931.2,94287.72,153675.94,61425.55,stable
Vertex Holdings 1717,retail,91250.01,71256.38,19316.91,19742.23,117847.17,32657.07,35300.11,50503.63,75687.75,tight
Core LLC 1718,manufacturing,103678.16,72809.07,31290.47,10933.83,119569.56,32985.82,75803.37,123364.69,77758.23,tight
Alpha Inc 1719,healthcare,15309.83,9579.13,4894.83,3696.06,24558.1,7114.22,5278.15,11081.77,9166.04,tight
Alpha Holdings 1720,services,18139.12,9500.34,3651.98,1898.65,15838.4,3645.3,11891.43,23612.8,9893.62,stable
Prime Solutions 1721,technology,377445.48,211124.25,89029.11,90250.3,359533.61,169954.66,424189.5,564001.58,222466.32,critical
Gamma Tech 1722,technology,33677.9,15772.57,9758.27,2573.98,27900.36,6354.98,17141.45,36290.26,15463.46,stable
Zen Tech 1723,healthcare,117124.69,79718.77,37326.52,31587.46,167210.74,52020.52,135338.87,169968.4,84458.45,stable
Peak LLC 1724,manufacturing,38015.91,27315.34,8738.17,9478.18,53921.54,19683.56,14823.57,24255.59,29450.97,tight
Core Holdings 1725,manufacturing,70196.12,53908.77,14917.04,12125.2,50251.13,32291.08,63059.31,78133.99,57943.69,tight
Gamma Corp 1726,technology,46899.43,26145.66,13396.6,5509.57,60801.88,12862.11,54830.93,78221.64,27157.63,stable
Peak Corp 1727,retail,93829.34,84599.42,16571.35,21767.72,98847.92,40311.17,83389.72,92026.39,82862.26,critical
Beta Corp 1728,services,60117.65,31238.4,11664.35,12449.15,89359.25,18477.69,66676.7,94403.33,29873.94,stable
Core Tech 1729,technology,54378.95,28820.37,11244.55,11775.63,40548.87,18055.44,64815.76,87567.4,31093.12,stable
Apex Inc 1730,retail,25844.74,17329.03,2912.55,3510.61,17090.08,9491.85,22682.87,28575.86,16708.44,stable
Prime Group 1731,services,66759.96,27457.45,8280.24,7030.05,83065.36,13376.78,67029.51,100304.18,27186.76,stable
Core Group 1732,technology,29501.29,21317.93,9210.39,4716.54,41415.14,11615.88,9699.63,19554.3,20513.39,tight
Prime LLC 1733,healthcare,101144.59,76838.07,37946.0,14352.8,172578.56,29628.23,69241.5,107235.1,76790.35,tight
Nexus Group 1734,retail,489523.59,390669.01,79707.86,134364.67,614398.26,239699.16,273858.5,261126.26,366315.08,tight
Omega Corp 1735,services,158700.73,75908.61,25492.06,19262.67,255508.28,37330.93,165329.15,248151.35,79662.22,stable
Peak LLC 1736,healthcare,127643.93,101464.34,46250.85,22080.18,150202.1,50074.51,116133.03,152266.87,101547.25,tight
Delta Group 1737,services,50319.79,26260.01,8881.15,10761.33,54064.37,18442.03,42921.41,60280.45,25921.79,stable
Apex Solutions 1738,technology,16504.07,9547.24,4011.95,3575.4,28399.6,7372.66,18788.28,24356.17,9338.18,stable
Prime Holdings 1739,manufacturing,22867.71,18636.74,6565.24,7121.63,20457.93,14109.92,8689.3,11688.95,18874.65,tight
Peak Solutions 1740,healthcare,200497.26,140892.0,78374.66,22790.52,338200.02,68434.82,232267.48,321773.12,147201.44,tight
Alpha LLC 1741,technology,41380.27,32114.74,14377.36,13633.96,35546.21,19685.53,16166.78,19921.94,34183.24,tight
Zen Corp 1742,technology,44487.46,27577.68,11993.04,8891.64,55880.51,19364.46,27240.37,42824.49,29084.6,stable
Apex LLC 1743,technology,68175.73,38740.01,24472.91,11666.2,69019.09,26121.9,59125.15,97587.11,38402.28,stable
Flux Tech 1744,services,23040.35,11544.5,4039.46,1768.34,29357.62,6059.15,13993.07,28382.94,12161.42,stable
Beta Inc 1745,healthcare,26927.59,13524.12,10304.52,5670.65,45261.1,9318.83,24619.43,40515.83,13586.04,tight
Zen Inc 1746,manufacturing,63255.09,42868.76,14197.88,13425.09,47915.52,21684.9,63120.79,81384.31,43816.52,stable
Apex Tech 1747,healthcare,35210.44,26110.92,11929.33,10380.29,35301.06,19221.47,36817.98,46717.28,26840.19,critical
Vertex Tech 1748,manufacturing,36406.23,27228.47,4694.26,9438.84,35370.53,16167.78,16798.18,22942.82,26791.43,tight
Beta Inc 1749,manufacturing,35254.81,24735.65,8281.51,9622.37,34927.06,15463.49,16353.62,24612.11,24680.45,tight
Gamma Solutions 1750,retail,90933.9,60962.56,14054.24,21817.25,94368.87,36917.41,31561.58,49626.1,62841.08,stable
Gamma Group 1751,manufacturing,54699.49,39282.43,12553.4,16745.67,91969.85,28128.45,40574.26,49798.36,38075.22,critical
Flux Group 1752,technology,67474.61,45951.9,26167.29,10001.21,66733.44,20725.46,28594.41,58212.22,47767.29,stable
Vertex Group 1753,services,86872.45,50773.26,12325.18,10694.37,92532.95,27067.74,50971.3,86274.75,49588.03,stable
Nova Tech 1754,services,48098.57,27095.79,8264.34,9856.43,54299.07,18308.45,50810.89,68490.42,27466.42,stable
Prime Inc 1755,retail,47925.21,32888.36,5020.47,9880.27,42418.53,18997.44,55295.78,60116.14,34664.98,stable
Core Solutions 1756,manufacturing,95958.44,73827.98,21284.65,24344.66,95988.93,36415.04,99784.15,116020.02,68195.85,tight
