companyName,industry,revenue,numDepartments,fiscalQuarter,yoyGrowth,operatingMargin,headcount,prevUtilization,totalBudget,remainingBudget,approvedDepartments
Company 946,technology,38240.14,5,1,27.65,6.97,217,88.61,45125.76,38356.89,3
Company 947,healthcare,19434.39,7,1,4.79,12.94,202,83.25,36936.92,31396.38,6
Company 948,services,135534.0,6,2,-10.51,17.26,206,71.04,86402.71,73442.31,2
Company 949,services,38961.23,7,2,-0.04,34.77,331,79.66,72647.29,58297.86,4
Company 950,retail,43169.12,7,3,5.14,16.79,410,88.68,74665.94,44082.31,7
Company 951,manufacturing,61879.49,5,1,-7.08,7.68,282,77.75,62209.16,52877.79,1
Company 952,technology,149353.52,6,2,24.78,22.43,341,57.71,142043.02,111490.72,6
Company 953,technology,60841.65,3,4,31.87,32.59,212,54.92,87508.74,29359.07,3
Company 954,technology,22941.58,5,4,10.74,28.6,389,74.14,76517.93,19746.44,5
Company 955,services,92512.74,3,4,4.87,30.09,202,100.76,48770.41,15717.72,3
Company 956,services,40619.69,6,2,-10.54,32.85,216,80.68,47979.31,39096.43,3
Company 957,healthcare,271126.07,7,1,23.56,24.1,37,69.7,121020.52,102867.44,6
Company 958,manufacturing,59820.53,6,1,5.92,34.85,138,99.98,41322.29,35123.95,5
Company 959,manufacturing,10016.33,7,1,1.53,6.0,371,71.37,63290.06,53796.55,1
Company 960,manufacturing,79689.41,4,4,10.77,30.05,52,78.0,21653.63,6551.48,3
Company 961,manufacturing,283701.59,7,4,-2.03,30.71,119,56.41,77099.01,27407.24,6
Company 962,retail,211237.05,5,4,6.76,32.5,390,90.56,76830.94,26648.24,4
Company 963,technology,259046.65,6,3,-12.31,19.35,437,88.52,225622.84,118919.24,2
Company 964,technology,26481.24,6,2,18.05,28.63,213,93.68,33545.84,24956.33,6
Company 965,services,124209.13,6,2,3.75,10.85,209,67.89,57937.78,45503.05,4
Company 966,manufacturing,33604.13,4,4,18.91,23.09,259,73.98,63877.92,26639.53,4
Company 967,services,71641.62,6,4,2.59,15.76,387,59.26,64360.45,23317.23,2
Company 968,technology,21625.71,6,3,3.37,22.89,239,103.05,55491.69,37392.83,6
Company 969,manufacturing,35754.64,7,4,-9.55,25.27,94,54.73,24421.15,10517.1,4
Company 970,technology,34856.77,5,2,14.12,15.41,221,85.7,33964.64,28869.95,5
Company 971,retail,122865.34,5,2,-5.51,11.49,134,88.79,59892.46,50908.59,3
Company 972,technology,113615.51,5,4,-0.84,14.65,345,58.68,107492.43,49987.84,5
Company 973,technology,74716.47,3,2,5.01,24.92,79,70.09,45602.6,31363.12,3
Company 974,services,20326.14,3,4,6.45,25.31,308,52.37,37194.28,14572.5,2
Company 975,retail,46662.14,3,2,-15.47,27.24,73,80.61,25993.87,22094.79,1
Company 976,manufacturing,32961.87,6,2,2.23,8.8,486,104.72,70484.13,59911.51,4
Company 977,manufacturing,120059.24,5,1,14.54,29.56,323,73.64,52378.36,44521.61,5
Company 978,retail,153667.72,7,3,0.46,25.64,78,104.45,50824.42,31134.55,7
Company 979,manufacturing,139400.79,6,2,2.3,5.92,479,56.94,79067.96,62148.7,2
Company 980,technology,32722.71,3,2,6.95,15.07,291,71.58,34768.13,29552.91,1
Company 981,services,10000.0,3,3,3.49,19.0,307,99.61,28129.54,12630.63,2
Company 982,services,14565.78,4,1,-7.37,15.82,40,98.22,8662.02,7362.72,2
Company 983,healthcare,186708.08,7,1,4.56,8.52,101,67.8,77821.79,66148.52,3
Company 984,manufacturing,43433.92,3,4,16.93,11.22,405,87.32,86447.28,30392.21,3
Company 985,technology,32840.58,3,3,-7.61,5.74,239,98.74,59052.82,43764.47,2
Company 986,services,222821.94,3,3,0.51,7.79,311,92.18,97312.86,54150.0,1
Company 987,retail,164740.69,5,1,-11.58,12.99,493,84.57,70538.47,59957.7,1
Company 988,technology,61056.75,7,3,16.3,29.6,219,58.39,26059.33,15740.33,7
Company 989,retail,47347.89,6,2,3.89,20.8,196,54.02,44748.2,34487.29,5
Company 990,healthcare,53869.46,5,3,-5.2,17.73,403,83.8,51577.93,30393.95,1
Company 991,manufacturing,71806.5,3,1,6.11,24.86,42,77.52,30429.3,25864.91,2
Company 992,healthcare,215353.86,4,3,-9.44,21.25,232,63.09,142267.7,70046.28,2
Company 993,healthcare,83949.77,5,3,-7.4,8.95,428,66.1,85227.07,47085.93,3
Company 994,technology,107025.59,4,2,-12.52,11.68,121,71.56,68554.52,57541.55,2
Company 995,services,152575.69,6,1,-7.8,11.68,158,77.25,51665.5,43915.67,4
Company 996,retail,23488.34,7,4,21.29,23.0,241,71.46,29904.87,13274.18,7
Company 997,manufacturing,109522.96,4,3,-3.8,18.85,46,71.3,60548.83,35532.17,2
Company 998,technology,47303.76,4,3,10.59,16.63,44,56.37,19168.87,11280.17,3
Company 999,services,10000.0,3,4,-5.04,21.7,133,97.61,19524.12,7809.94,2
Company 1000,retail,10910.32,6,3,14.11,34.1,449,83.5,91739.53,47009.02,6
Company 1001,technology,26516.06,5,1,-7.31,14.43,118,58.04,24788.82,21070.5,2
Company 1002,manufacturing,91580.95,4,2,5.47,20.61,368,73.31,68251.86,52555.04,3
Company 1003,technology,65580.89,4,4,5.63,19.41,218,72.92,68512.6,16305.9,4
Company 1004,technology,69389.68,3,2,32.93,26.5,382,83.03,93851.59,76259.3,2
Company 1005,manufacturing,285145.48,5,4,12.57,26.91,171,83.49,177738.11,75347.91,5
Company 1006,retail,21692.64,6,1,-2.11,26.87,438,85.49,44363.19,37708.71,4
Company 1007,services,58574.42,4,2,13.22,11.05,191,88.38,38596.71,31449.06,2
Company 1008,retail,76385.52,3,2,30.66,18.47,397,55.68,78497.33,57277.11,3
Company 1009,healthcare,33222.46,5,3,-14.56,29.34,417,66.77,87040.56,41664.05,1
Company 1010,manufacturing,61246.46,6,1,-5.11,16.45,221,50.95,69337.57,58936.94,2
Company 1011,healthcare,16647.92,4,1,2.16,34.53,336,75.01,69938.85,59448.02,3
Company 1012,manufacturing,184965.57,4,3,-0.01,15.94,68,73.62,73113.4,33460.67,1
Company 1013,manufacturing,34707.41,3,2,1.01,19.93,253,90.39,55536.38,44272.34,1
Company 1014,services,304102.51,6,4,-10.65,19.24,192,59.19,100661.94,36387.45,2
Company 1015,retail,58338.68,7,4,21.85,18.01,477,84.73,42924.32,16885.51,4
Company 1016,technology,136276.73,6,2,-12.07,30.37,467,66.87,83815.4,71243.09,4
Company 1017,healthcare,57374.64,5,3,2.6,9.66,393,71.01,65534.24,32624.88,2
Company 1018,services,58419.5,6,2,17.55,22.03,475,89.56,102739.68,75382.68,6
Company 1019,technology,37525.52,4,2,4.64,23.56,488,53.94,114766.73,97551.72,4
Company 1020,retail,65860.83,3,3,-6.75,30.54,386,68.85,81925.59,52033.39,2
Company 1021,services,77218.86,4,2,-11.18,23.28,300,71.52,52222.46,44076.1,2
Company 1022,healthcare,31971.28,6,1,2.24,33.8,110,89.37,30940.83,26299.71,5
Company 1023,services,54174.44,6,2,-4.08,31.17,409,60.96,37441.91,31825.62,5
Company 1024,manufacturing,36751.01,7,4,7.46,15.46,105,102.11,22766.86,9203.61,4
Company 1025,healthcare,376898.52,7,2,-11.82,30.8,100,104.88,196009.49,155859.49,2
Company 1026,retail,55726.74,4,2,14.76,33.75,441,95.04,103252.13,75705.06,3
Company 1027,services,206114.21,3,3,6.39,12.72,66,66.48,64517.79,36680.66,1
Company 1028,retail,51200.38,4,1,7.28,23.31,79,86.51,26550.77,22568.16,3
Company 1029,healthcare,73675.83,7,2,22.29,13.45,260,54.57,73283.28,50747.4,7
Company 1030,retail,20804.17,7,1,-0.25,24.49,296,97.92,40248.3,34211.06,1
Company 1031,manufacturing,41870.71,3,4,-3.71,7.81,32,78.38,24309.2,7044.22,2
Company 1032,healthcare,70857.62,3,4,-1.57,27.03,195,59.7,80298.39,24662.39,3
Company 1033,manufacturing,212947.95,5,4,2.69,17.59,120,68.01,125237.69,42423.15,2
Company 1034,services,71509.55,6,1,3.91,22.62,157,94.04,37247.53,31660.4,6
Company 1035,retail,181131.09,7,3,-4.97,5.78,98,97.86,88340.91,52731.85,4
Company 1036,manufacturing,99965.79,6,3,-19.28,25.86,341,78.58,90030.74,50855.42,4
Company 1037,retail,220118.45,4,4,-1.73,19.88,241,76.42,126493.73,45810.9,2
Company 1038,retail,57111.81,3,1,9.32,23.76,480,91.29,69757.06,59293.5,2
Company 1039,retail,405217.07,6,3,6.64,14.47,14,95.44,96978.92,41260.99,1
Company 1040,technology,40606.48,5,1,19.39,9.37,391,92.07,101647.93,86400.74,1
Company 1041,technology,32429.72,7,3,28.47,18.06,455,71.14,76276.19,37671.81,2
Company 1042,healthcare,22741.75,5,4,14.11,33.32,248,85.31,31750.2,9668.54,5
Company 1043,healthcare,386473.95,5,1,21.59,11.83,352,97.15,215003.55,182753.02,2
Company 1044,healthcare,115330.6,4,1,14.2,25.28,225,58.35,109107.74,92741.58,1
Company 1045,technology,45830.42,3,4,25.52,6.5,301,71.35,71706.9,27173.65,1
Company 1046,retail,162627.59,7,1,27.21,26.54,454,53.11,114649.54,97452.1,7
Company 1047,technology,103792.99,7,3,16.41,12.15,269,72.49,59587.09,31989.53,7
Company 1048,healthcare,288630.32,3,3,13.48,18.55,293,92.48,201584.37,137541.15,3
Company 1049,services,17356.7,6,2,2.54,16.03,493,60.84,49487.7,41403.65,4
Company 1050,technology,48422.12,4,4,4.5,8.39,253,79.8,49059.06,17865.81,2
Company 1051,healthcare,41356.42,5,4,0.95,15.37,94,52.01,20350.29,8046.54,4
Company 1052,technology,12345.59,7,2,12.46,15.5,344,99.37,28855.24,20878.89,1
Company 1053,retail,139841.06,7,1,-3.64,20.66,349,95.1,107619.55,91476.62,7
Company 1054,technology,48227.41,3,1,2.71,34.17,126,78.84,26329.35,22379.95,2
Company 1055,retail,108196.57,4,1,-23.26,19.1,367,88.82,75722.3,64363.95,2
Company 1056,healthcare,395464.99,7,4,25.68,32.43,41,55.72,225152.78,71392.77,6
Company 1057,services,45134.63,7,3,2.35,18.85,166,96.49,33220.36,17741.23,7
Company 1058,technology,42748.0,3,3,10.47,8.23,429,89.34,108167.37,56642.87,1
Company 1059,manufacturing,65836.61,7,1,22.49,11.9,312,56.6,89881.17,76398.99,4
Company 1060,healthcare,131899.81,5,4,8.6,17.23,307,103.94,143148.27,62279.14,1
Company 1061,services,38048.98,5,3,22.33,14.76,314,51.24,36327.09,16842.1,1
Company 1062,manufacturing,36142.72,3,4,-9.9,30.97,90,84.57,23392.64,9794.15,1
Company 1063,retail,139490.45,6,2,33.77,25.36,481,59.45,135780.69,112953.65,5
Company 1064,manufacturing,81057.29,6,3,18.05,22.35,156,89.56,48850.18,25867.57,5
Company 1065,retail,11663.47,6,3,7.51,19.74,395,53.87,26879.72,16197.95,1
Company 1066,services,22464.39,6,2,22.1,16.92,495,54.46,36239.69,27809.18,4
Company 1067,retail,198985.79,7,3,-9.02,23.37,128,75.65,89434.03,42205.66,4
Company 1068,healthcare,82581.64,7,2,1.54,8.74,320,104.67,99101.8,68654.29,5
Company 1069,technology,32540.58,6,4,22.33,9.88,30,65.21,19357.88,7596.72,5
Company 1070,retail,52243.58,7,3,-17.4,14.09,321,83.69,84504.43,51402.83,1
Company 1071,services,60511.54,6,3,11.73,10.14,226,78.52,65248.86,37802.64,6
Company 1072,manufacturing,107859.71,6,3,11.39,25.31,45,96.32,31820.31,16822.72,6
Company 1073,retail,20199.02,5,2,28.63,5.74,339,65.87,45428.29,34741.98,1
Company 1074,services,30553.69,6,4,-14.0,9.81,484,80.52,39544.3,12415.16,3
Company 1075,services,74485.86,3,1,24.32,32.08,50,102.28,25337.36,21536.76,3
Company 1076,retail,55278.11,5,3,-1.71,34.93,447,68.29,90584.64,51171.29,5
Company 1077,manufacturing,94607.06,5,1,-0.36,19.63,423,74.17,102256.64,86918.14,3
Company 1078,manufacturing,22390.55,7,2,-9.66,19.86,278,98.88,53962.56,42382.66,3
Company 1079,manufacturing,79674.35,3,3,-8.05,28.2,451,68.29,70321.81,49333.0,1
Company 1080,retail,143381.89,6,2,9.84,6.09,161,70.94,54650.29,38235.26,3
Company 1081,technology,88384.76,3,4,-8.35,17.81,362,66.73,110637.48,31765.32,2
Company 1082,services,66922.43,7,3,13.88,7.99,352,94.52,86627.34,49433.16,4
Company 1083,services,55453.11,7,2,-2.96,17.03,294,101.17,54566.89,43626.3,6
Company 1084,services,30703.11,4,2,-9.56,34.51,418,84.71,31513.54,19787.45,2
Company 1085,services,56522.9,7,3,-1.33,27.61,439,84.3,50932.37,30977.88,3
Company 1086,healthcare,164023.45,5,4,9.04,34.55,395,71.45,67635.91,24339.82,3
Company 1087,healthcare,54435.79,7,2,1.67,27.38,298,50.69,59320.54,36212.14,7
Company 1088,healthcare,29382.57,6,3,5.41,23.24,488,59.57,94026.85,51777.13,5
Company 1089,manufacturing,40384.54,3,3,13.35,27.63,282,58.11,73689.09,36499.43,3
Company 1090,manufacturing,70310.77,4,1,17.99,24.77,322,56.37,61559.5,52325.58,3
Company 1091,technology,44408.62,5,4,1.28,18.92,102,85.97,19496.6,4541.77,3
Company 1092,manufacturing,88277.68,4,3,-7.53,13.78,167,57.5,54410.45,32281.46,1
Company 1093,retail,90969.09,3,1,5.91,20.61,453,54.71,128682.64,109380.24,3
Company 1094,retail,121928.07,7,3,10.65,12.75,253,71.04,102924.72,59820.04,5
Company 1095,manufacturing,186996.95,7,3,-12.53,19.6,260,63.7,135568.43,52498.78,4
Company 1096,retail,132811.62,5,4,-5.69,9.38,409,58.02,115512.6,41913.48,3
Company 1097,technology,28356.42,4,1,-3.63,21.96,169,58.04,31385.8,26677.93,2
Company 1098,services,29061.58,3,2,2.51,12.36,140,64.09,19535.94,13517.29,2
Company 1099,services,56352.55,7,1,-4.13,13.81,14,79.53,28456.5,24188.03,5
Company 1100,technology,41733.51,4,3,13.48,19.97,123,91.7,34371.1,21666.9,3
Company 1101,technology,24084.86,3,3,-14.26,9.88,260,96.9,34926.48,17690.98,1
Company 1102,retail,42051.34,4,2,-13.96,33.87,365,91.33,70046.85,45425.48,4
Company 1103,healthcare,40961.57,5,4,0.99,18.41,171,84.55,40939.29,7330.84,2
Company 1104,services,34979.65,6,3,2.89,15.57,227,99.92,50364.17,25521.8,3
Company 1105,technology,46507.48,4,2,-12.46,5.88,118,78.59,49024.82,37629.48,1
Company 1106,healthcare,153700.42,7,1,-2.28,30.3,410,84.83,87255.55,74167.22,5
Company 1107,technology,70220.14,6,2,0.19,23.78,267,72.64,96261.23,69821.87,1
Company 1108,retail,432547.43,7,4,0.28,17.49,80,68.01,235425.32,90740.44,2
Company 1109,services,68624.61,4,2,6.82,12.37,308,68.24,54784.69,44760.52,3
Company 1110,technology,47474.47,6,4,-2.94,27.35,174,58.16,24153.39,8597.82,3
Company 1111,technology,60072.43,4,3,22.73,33.36,433,93.81,109129.25,68240.59,4
Company 1112,retail,73511.24,6,3,10.86,16.42,141,53.05,43085.69,21865.79,2
Company 1113,manufacturing,84812.92,6,2,-4.69,9.05,433,87.11,51212.4,35461.27,3
Company 1114,services,315328.13,4,3,6.13,8.28,351,97.55,90153.09,46718.53,2
Company 1115,services,30447.03,7,1,6.49,5.19,76,77.36,19515.15,16587.88,5
Company 1116,technology,119042.62,7,1,19.58,27.32,382,53.86,102644.85,85800.5,6
Company 1117,technology,70699.97,7,2,-2.2,34.44,363,73.56,104468.0,76925.49,6
Company 1118,healthcare,17036.64,4,3,14.21,34.78,233,68.88,35333.14,22909.58,3
Company 1119,retail,110919.39,6,3,5.5,28.53,88,104.2,60827.06,37960.24,6
Company 1120,services,165065.7,3,2,22.9,9.87,244,88.02,55013.51,45221.92,1
Company 1121,healthcare,30159.61,3,2,20.49,34.33,308,89.67,37795.62,29878.55,2
Company 1122,technology,59447.74,7,3,7.36,14.83,74,78.37,32103.46,21699.11,1
Company 1123,services,15058.78,3,3,1.85,15.01,177,89.02,29339.51,13941.74,3
Company 1124,technology,21871.83,7,1,11.08,25.62,353,89.74,77730.62,66071.03,7
Company 1125,retail,138472.03,5,2,2.83,6.47,280,53.65,74641.72,63445.46,1
Company 1126,manufacturing,41227.75,4,3,25.16,29.77,496,62.24,81481.61,45809.65,4
Company 1127,manufacturing,24660.49,3,4,5.94,34.92,116,50.71,26787.06,7669.29,2
Company 1128,healthcare,71938.6,6,2,0.13,28.25,391,78.04,95478.92,78689.33,5
Company 1129,healthcare,39421.63,6,4,-0.52,28.45,218,98.17,40449.1,12333.85,4
Company 1130,services,41082.71,5,3,-9.56,16.71,119,83.53,33095.43,16315.98,2
Company 1131,services,108170.16,7,2,11.68,6.98,476,77.51,85547.41,60804.69,2
Company 1132,manufacturing,23638.06,4,3,-4.84,28.78,315,100.93,61942.27,36281.07,4
Company 1133,technology,29019.05,5,4,18.18,22.91,272,59.47,40245.66,14346.18,5
Company 1134,healthcare,67728.61,4,1,-10.52,32.28,154,54.1,35468.86,30148.53,4
Company 1135,services,130030.96,5,1,6.53,8.48,441,100.45,113518.74,96490.93,3
Company 1136,retail,161220.5,3,2,18.8,14.15,24,99.65,52419.04,39598.81,3
Company 1137,manufacturing,35170.07,5,1,-20.83,15.82,66,87.56,31844.54,27067.86,3
Company 1138,retail,126741.08,5,4,29.22,25.5,98,63.53,59334.12,24852.2,5
Company 1139,technology,31974.25,5,4,-0.1,28.63,329,103.34,40040.65,14077.97,3
Company 1140,healthcare,258065.18,5,3,6.69,33.83,60,92.09,55396.45,24104.05,4
Company 1141,retail,24172.8,6,4,11.86,13.86,400,87.06,56771.47,15615.09,4
Company 1142,healthcare,173300.62,5,1,13.71,19.81,106,62.26,53638.65,45592.85,1
Company 1143,services,35412.18,4,3,8.29,5.87,341,78.22,77122.06,43413.25,1
Company 1144,services,299717.96,4,2,16.97,12.59,399,95.24,86193.15,63725.41,3
Company 1145,retail,96091.54,6,2,11.23,16.22,440,97.31,65249.26,55461.88,1
Company 1146,retail,26560.67,7,2,26.13,22.81,153,80.88,25529.35,16703.47,7
Company 1147,healthcare,39427.12,6,3,11.27,19.13,46,78.75,23892.74,11160.13,3
Company 1148,services,111853.47,6,3,28.58,15.93,380,88.37,54921.75,31831.02,5
Company 1149,manufacturing,138984.2,7,1,15.81,23.72,229,79.05,45927.59,39038.45,7
Company 1150,services,56580.94,7,3,-16.67,29.86,474,72.97,98565.23,34796.4,5
Company 1151,technology,62051.91,5,4,36.33,12.25,102,54.7,46671.66,9388.81,5
Company 1152,services,109829.28,3,1,-1.89,15.29,291,56.93,69046.28,58689.34,1
Company 1153,technology,66532.03,6,4,22.95,26.15,68,91.82,48639.28,21813.91,6
Company 1154,technology,21273.05,6,3,5.32,28.34,247,51.36,19306.44,13727.28,5
Company 1155,manufacturing,31245.19,4,2,17.73,29.76,10,52.88,18219.73,13607.23,3
Company 1156,technology,72265.05,7,3,-3.26,11.28,377,99.76,81079.94,44297.88,7
Company 1157,technology,158321.96,7,3,12.51,21.18,306,88.72,74845.81,36902.78,6
Company 1158,technology,218116.79,4,4,1.96,32.0,57,50.23,104546.26,40841.68,4
Company 1159,retail,111705.76,5,1,23.95,16.76,254,67.16,77860.01,66181.01,1
Company 1160,healthcare,75344.98,3,1,10.26,17.9,219,91.98,81279.36,69087.46,3
Company 1161,technology,108994.33,3,3,16.23,34.54,340,72.97,76814.37,42837.84,3
Company 1162,healthcare,35122.57,4,2,-20.97,8.39,254,75.78,62964.54,44888.52,1
Company 1163,services,52966.52,4,1,3.97,26.17,234,75.23,56222.49,47789.11,3
Company 1164,technology,30967.56,4,2,9.93,30.51,417,61.12,31003.71,26353.15,3
Company 1165,technology,22048.63,3,3,7.68,9.52,264,89.68,64062.53,33822.37,1
Company 1166,services,78185.48,5,1,16.53,26.43,408,55.67,66033.64,56128.59,5
Company 1167,services,69453.35,6,4,0.61,19.09,443,77.9,97290.3,30276.67,6
Company 1168,manufacturing,103789.7,4,2,5.59,30.59,425,59.35,87414.21,66231.82,3
Company 1169,services,92678.28,5,1,19.17,32.22,478,52.56,116697.92,99193.23,5
Company 1170,technology,72701.36,4,1,-22.34,31.17,351,57.88,98950.17,84107.65,1
Company 1171,retail,93460.42,6,4,12.07,6.93,285,97.81,103287.81,39298.98,3
Company 1172,healthcare,57864.16,6,1,0.99,27.71,269,59.69,85996.73,73097.22,2
Company 1173,retail,83309.1,7,2,-5.95,32.65,110,65.31,47771.57,32169.84,3
Company 1174,healthcare,33492.76,3,3,9.04,23.64,415,57.6,83744.5,51791.09,3
Company 1175,manufacturing,80480.06,7,3,19.73,23.03,349,90.45,58429.35,37239.77,7
Company 1176,healthcare,102204.82,4,2,17.47,6.35,437,74.5,83216.14,68367.86,1
Company 1177,manufacturing,35040.33,3,1,3.38,30.68,353,101.9,41634.32,35389.17,3
Company 1178,retail,62409.06,6,3,15.51,6.39,245,86.54,59490.86,28246.61,1
Company 1179,technology,36356.13,3,2,15.42,14.41,154,79.23,44120.07,34756.72,2
Company 1180,technology,39292.72,3,1,3.95,32.78,492,86.11,45826.26,38952.32,3
Company 1181,healthcare,24344.39,7,1,-3.32,33.49,369,52.22,82374.33,70018.18,6
Company 1182,technology,164821.76,4,3,-2.62,34.76,438,102.29,124482.54,82573.13,4
Company 1183,technology,140441.76,5,1,15.05,19.29,296,102.6,117100.32,99535.27,2
Company 1184,technology,92037.1,4,2,4.49,10.32,260,65.19,86889.37,54610.31,3
Company 1185,technology,290034.96,3,1,-7.55,19.64,26,84.56,151004.37,128353.72,1
Company 1186,services,51462.23,3,4,-15.22,8.07,43,61.11,16156.75,6114.07,2
Company 1187,retail,500000.0,3,3,14.98,31.18,356,80.11,222793.64,130859.38,3
Company 1188,services,49909.99,5,4,-1.56,21.82,120,92.39,23498.15,8617.66,5
Company 1189,technology,73434.91,5,1,8.96,17.14,50,101.69,31723.09,26964.63,5
Company 1190,healthcare,43554.91,3,2,19.88,7.39,390,68.66,64001.52,44213.32,1
Company 1191,retail,80648.9,4,2,-10.71,17.16,314,88.14,71468.38,53322.8,1
Company 1192,retail,116831.96,4,3,4.46,30.99,64,89.4,41371.93,28282.03,4
Company 1193,services,54658.88,5,4,2.95,26.1,254,62.16,42453.84,7752.58,4
Company 1194,services,248047.58,7,1,9.56,7.47,240,84.6,149985.61,127487.77,2
Company 1195,services,72498.38,6,4,19.87,9.8,11,86.05,22308.39,9778.07,2
Company 1196,technology,74338.8,7,3,-10.95,16.77,306,92.02,87771.07,57676.24,4
Company 1197,technology,28934.84,3,4,11.84,8.04,204,105.0,23023.28,9043.76,1
Company 1198,healthcare,83683.68,4,1,17.38,33.02,440,52.21,114403.85,97243.28,3
Company 1199,retail,53786.52,6,4,2.76,24.57,66,61.13,14841.55,3810.09,6
Company 1200,healthcare,36805.71,4,2,3.35,7.84,425,57.98,63431.88,53917.1,2
Company 1201,manufacturing,32170.99,7,2,10.02,28.64,13,58.49,19705.07,13478.17,6
Company 1202,manufacturing,500000.0,5,1,9.14,16.05,384,74.98,282515.19,240137.91,5
Company 1203,services,48495.11,4,4,11.99,12.35,393,98.32,63156.23,23432.85,2
Company 1204,healthcare,18665.12,7,4,11.74,22.1,209,74.68,29067.64,8736.54,6
Company 1205,technology,34249.35,5,1,-6.78,5.4,147,86.77,51980.0,44183.0,3
Company 1206,technology,57454.33,7,2,16.88,18.96,79,70.71,40002.09,32580.15,3
Company 1207,manufacturing,92719.46,5,3,19.0,30.31,176,67.58,47572.95,33408.04,4
Company 1208,manufacturing,93324.43,3,3,7.23,32.84,338,95.88,96135.64,57171.67,3
Company 1209,retail,102877.23,6,1,-12.93,15.28,365,86.06,102322.6,86974.21,3
Company 1210,retail,35743.07,3,2,3.62,24.27,98,69.3,29163.11,24325.5,3
Company 1211,healthcare,78617.72,6,2,7.33,11.8,15,100.28,16668.2,11892.09,3
Company 1212,services,29707.43,5,2,-8.74,21.81,285,77.42,52560.0,44676.0,2
Company 1213,manufacturing,36471.47,6,4,0.68,12.62,294,60.36,73101.3,25232.39,5
Company 1214,retail,28733.9,7,1,-11.91,22.14,490,76.58,104873.0,89142.05,1
Company 1215,retail,23139.33,5,3,12.29,10.15,383,87.11,35949.03,15010.44,4
Company 1216,manufacturing,140276.06,7,4,6.99,33.24,279,70.19,82025.26,13119.15,7
Company 1217,retail,103869.37,3,4,-14.75,31.61,299,96.41,86413.86,19001.2,1
Company 1218,manufacturing,130787.91,3,4,9.22,15.11,326,79.32,107277.76,51457.03,2
Company 1219,healthcare,61787.14,7,1,4.32,28.3,231,75.73,55059.78,46800.81,6
Company 1220,technology,111462.8,5,1,11.2,7.87,342,97.23,90643.1,77046.64,2
Company 1221,technology,14632.03,5,4,0.3,27.21,105,75.46,25719.64,7423.91,4
Company 1222,technology,119428.13,3,3,-4.62,13.47,416,72.79,133100.93,71980.66,1
Company 1223,services,68988.55,4,3,-4.25,9.07,432,55.7,66181.64,36824.94,2
Company 1224,manufacturing,98882.51,6,2,-1.46,25.35,223,69.94,61350.27,52147.73,1
Company 1225,technology,81147.08,7,3,5.23,19.09,233,71.84,54227.7,32903.22,4
Company 1226,services,27183.24,7,1,6.78,20.9,253,59.93,41584.19,35346.56,6
Company 1227,manufacturing,18062.05,5,2,2.71,20.62,410,82.33,61645.87,52398.99,5
Company 1228,manufacturing,33872.43,5,3,-0.08,6.78,96,57.91,21759.83,11083.24,4
Company 1229,services,94083.11,3,1,0.78,6.54,177,62.3,59471.62,50550.88,2
Company 1230,technology,103992.4,3,1,35.09,23.04,311,80.86,52134.63,44314.44,2
Company 1231,technology,20043.22,5,1,-4.25,23.72,349,64.79,37630.66,31986.06,3
Company 1232,manufacturing,27313.07,5,1,-1.7,6.42,154,85.18,33423.55,28410.01,3
Company 1233,technology,33570.78,3,4,44.53,16.35,67,87.98,20779.14,6337.95,3
Company 1234,healthcare,44988.22,5,3,10.05,23.39,258,66.57,51233.35,25125.56,4
Company 1235,technology,20137.91,6,4,-11.56,24.7,322,54.81,56798.83,15643.84,4
Company 1236,technology,19194.11,7,2,15.11,29.85,385,76.92,43447.84,30701.94,6
Company 1237,technology,31024.48,7,3,-5.92,17.62,11,55.11,14573.72,8588.99,1
Company 1238,retail,64151.52,4,4,15.91,21.45,18,78.34,33514.02,10782.57,4
Company 1239,technology,23284.07,4,2,2.47,22.36,199,89.94,34098.93,27773.99,1
Company 1240,technology,54576.42,7,3,-0.28,14.36,286,84.12,42904.2,25700.93,6
Company 1241,services,139642.69,6,3,24.31,6.61,11,74.65,51298.55,24378.07,1
Company 1242,retail,21132.69,4,4,11.8,5.13,94,102.02,19662.17,4970.96,1
Company 1243,retail,50758.96,6,4,16.68,30.08,215,55.6,36811.08,11842.39,6
Company 1244,technology,135917.78,3,3,10.22,11.01,146,98.4,64722.89,32231.38,1
Company 1245,retail,42846.76,5,3,-0.33,23.91,358,94.01,62997.29,30841.4,5
Company 1246,retail,37837.81,4,4,12.34,22.31,27,73.09,12572.35,5980.1,3
Company 1247,manufacturing,151872.5,7,3,19.51,16.99,445,58.41,74679.64,32659.77,3
Company 1248,technology,46865.56,3,2,6.62,30.0,93,58.57,49592.43,42153.57,3
Company 1249,services,144870.57,7,3,26.62,25.95,225,100.7,117589.82,68567.81,7
Company 1250,services,84387.31,4,3,15.21,5.68,493,62.85,90633.06,57905.38,2
Company 1251,technology,45511.68,3,1,7.54,28.3,334,98.08,26736.02,22725.62,3
Company 1252,technology,87882.19,6,3,8.02,20.21,499,77.68,117584.66,71651.0,5
Company 1253,technology,77370.4,6,3,6.65,15.41,19,75.4,42764.09,29633.23,1
Company 1254,manufacturing,135497.2,3,4,-10.01,26.81,362,84.07,92644.46,23476.72,2
Company 1255,technology,38612.2,3,3,3.92,25.58,47,61.83,35967.03,19691.58,2
Company 1256,services,61880.78,3,1,7.65,14.32,309,73.56,60452.77,51384.86,1
