companyName,industry,invoiceCategory,revenue,invoiceAmount,vendorHistoryMonths,lineItems,daysSinceReceived,previousInvoices,amountDeviation,hasPurchaseOrder,paymentStatus,duplicateCheck
Vertex LLC 895,healthcare,equipment,72027.84,7543.14,68,21,65,141,9.68,1,approved,False
Omega Solutions 896,services,equipment,72274.87,12284.64,88,19,57,10,16.88,1,approved,False
Prime Group 897,retail,maintenance,24338.66,2429.41,69,20,52,182,27.86,1,approved,False
Peak Holdings 898,technology,equipment,27612.06,3446.55,23,4,56,34,-10.98,1,approved,False
Nexus LLC 899,technology,consulting,332620.49,41687.67,44,22,19,157,-11.96,1,approved,False
Zen Inc 900,manufacturing,equipment,51934.54,1583.15,53,15,18,123,10.03,1,approved,False
Vertex Corp 901,manufacturing,supplies,32214.84,3832.02,118,10,83,169,-0.06,1,approved,False
Zen Corp 902,retail,consulting,188128.28,31501.1,64,17,52,155,3.31,0,pending,False
Nexus Tech 903,technology,consulting,75015.26,10921.62,76,9,77,103,-3.73,1,approved,False
Flux Solutions 904,manufacturing,consulting,95084.76,3548.11,88,7,56,151,-8.94,1,approved,True
Apex Inc 905,services,services,53613.83,9310.2,44,7,40,69,24.31,1,approved,False
Vertex Group 906,healthcare,consulting,46400.32,4224.21,115,14,51,116,-16.5,1,rejected,False
Flux Holdings 907,manufacturing,supplies,52278.0,1219.12,81,15,62,183,10.3,1,pending,False
Peak LLC 908,technology,consulting,19807.37,1104.99,101,6,16,16,7.86,1,rejected,False
Nova Group 909,retail,consulting,55807.19,7502.65,90,6,41,71,-23.69,1,approved,False
Core Solutions 910,retail,consulting,75873.78,6934.29,74,23,65,3,-12.46,1,pending,False
Gamma Inc 911,healthcare,maintenance,263121.34,47285.03,4,13,7,106,-9.94,1,approved,False
Alpha Group 912,services,equipment,64138.45,4832.85,70,21,6,156,8.47,1,approved,False
Peak Inc 913,services,services,10000.0,1977.43,16,8,14,7,-5.51,1,approved,True
Peak Corp 914,services,consulting,55537.38,4770.09,72,7,53,109,-1.28,1,approved,True
Nexus Holdings 915,services,consulting,500000.0,81399.33,84,7,21,83,-21.86,1,approved,False
Peak Holdings 916,services,services,119741.79,24405.74,65,13,39,156,34.89,1,approved,False
Nova Tech 917,technology,services,31297.35,3401.33,37,19,12,44,1.07,1,approved,True
Zen Inc 918,technology,supplies,96075.08,2955.76,8,13,22,32,7.49,1,approved,False
Nexus Solutions 919,retail,maintenance,33070.25,4734.09,80,8,1,18,-8.11,1,approved,True
Omega Tech 920,manufacturing,equipment,20271.15,5046.38,84,24,72,81,-9.79,1,approved,False
Delta Holdings 921,technology,maintenance,45310.97,11004.59,57,14,41,97,28.69,1,approved,False
Peak Tech 922,services,maintenance,64422.69,4563.39,86,10,15,183,-28.75,1,approved,False
Prime Tech 923,manufacturing,equipment,13390.16,2595.15,93,1,47,93,4.18,1,approved,False
Delta Solutions 924,manufacturing,consulting,23877.04,2371.92,61,14,83,34,-18.17,1,pending,False
Delta Tech 925,technology,supplies,60371.26,3432.87,6,15,74,139,-6.08,1,approved,False
Zen Holdings 926,retail,services,43194.2,7479.52,104,23,79,12,-9.57,1,approved,False
Alpha Group 927,technology,supplies,82112.79,11101.63,56,6,36,69,-14.79,1,approved,False
Gamma Tech 928,services,equipment,22657.93,3263.26,81,4,32,130,0.53,1,approved,False
Nova Solutions 929,manufacturing,services,106010.24,22293.99,109,24,28,50,-38.52,1,approved,False
Nexus Corp 930,healthcare,supplies,23225.19,2262.25,44,14,27,118,-4.73,1,approved,True
Zen LLC 931,retail,services,222835.13,38646.7,75,1,82,90,-1.35,1,approved,True
Beta Inc 932,retail,consulting,15174.83,1581.58,3,3,12,190,-20.39,1,pending,True
Prime Solutions 933,retail,maintenance,24983.14,745.16,106,12,76,57,22.7,1,pending,False
Peak Inc 934,healthcare,maintenance,83608.18,8941.35,8,15,82,181,-8.92,1,pending,False
Omega LLC 935,healthcare,supplies,226700.85,54069.95,65,6,75,125,-3.56,1,approved,False
Zen Group 936,technology,equipment,77036.49,10103.36,42,9,56,149,-8.88,1,approved,False
Alpha Corp 937,services,maintenance,93928.24,4216.72,5,18,77,33,-1.22,1,pending,False
Beta Tech 938,technology,equipment,60720.07,10820.33,55,24,2,3,19.62,1,approved,False
Prime Group 939,services,supplies,26340.98,6363.38,112,12,73,146,37.1,1,approved,False
Zen Inc 940,technology,supplies,40452.73,9256.69,20,10,45,96,11.18,1,approved,False
Alpha Inc 941,retail,consulting,22707.99,3441.42,35,9,86,61,16.32,1,pending,False
Gamma Solutions 942,services,equipment,21526.33,2293.51,23,4,7,179,25.75,1,approved,True
Flux Holdings 943,technology,maintenance,82569.79,12679.08,15,2,83,65,3.73,1,approved,False
Nexus Group 944,retail,maintenance,24378.52,5062.54,28,21,51,86,23.55,1,approved,False
Delta LLC 945,retail,services,77315.0,16861.21,69,1,9,144,11.89,1,approved,False
Beta Tech 946,technology,consulting,21131.96,4402.51,93,20,45,192,2.16,1,approved,False
Core Solutions 947,healthcare,supplies,75895.03,9468.63,83,6,3,179,5.26,0,approved,False
Delta Solutions 948,services,equipment,40499.87,1917.16,92,17,7,130,-27.32,1,approved,False
Omega Group 949,services,supplies,184479.28,27839.75,86,23,47,22,4.38,1,approved,True
Peak Tech 950,retail,supplies,77573.03,4342.43,46,18,73,21,-23.16,1,pending,False
Prime Holdings 951,manufacturing,supplies,160914.16,5474.37,108,18,9,138,-24.38,1,pending,True
Core LLC 952,technology,services,32711.52,4406.03,21,7,23,101,2.89,1,approved,False
Vertex Tech 953,technology,consulting,62624.68,10692.28,84,15,35,26,-16.71,0,approved,False
Omega Tech 954,technology,services,27313.33,5912.08,14,16,48,139,-0.11,1,approved,True
Apex Solutions 955,services,supplies,43006.9,8603.62,92,11,0,188,2.08,1,approved,True
Prime Solutions 956,services,services,48548.41,10543.03,11,1,57,13,2.75,0,approved,False
Nexus LLC 957,healthcare,services,33500.43,6526.41,26,22,44,165,-13.56,0,rejected,False
Peak Group 958,manufacturing,supplies,22642.81,4115.22,47,5,86,68,13.48,0,rejected,False
Flux Inc 959,manufacturing,maintenance,19325.6,500.0,83,24,27,79,-1.34,1,approved,True
Zen Holdings 960,manufacturing,maintenance,10000.0,1640.04,6,23,44,143,6.62,1,approved,False
Apex LLC 961,manufacturing,supplies,25717.39,1227.0,31,1,7,49,-17.95,1,approved,False
Peak LLC 962,retail,equipment,98912.92,3312.93,40,18,82,31,-2.67,1,approved,False
Alpha Tech 963,technology,maintenance,16667.25,932.95,87,16,75,192,16.46,1,approved,False
Apex Inc 964,technology,supplies,20040.32,4195.59,115,6,31,69,14.55,1,approved,False
Delta Solutions 965,services,maintenance,250877.2,47938.96,74,20,41,33,-11.96,1,approved,True
Omega Inc 966,manufacturing,services,35983.05,8571.8,61,3,77,137,-8.18,1,approved,False
Apex Corp 967,services,supplies,77407.33,18977.53,41,6,26,43,-14.83,1,approved,False
Prime Corp 968,technology,supplies,100092.87,22566.47,98,23,21,155,-9.85,1,approved,False
Flux Group 969,manufacturing,services,101724.24,5144.5,13,18,21,14,-20.99,1,approved,False
Delta Group 970,technology,maintenance,17714.67,3933.15,16,3,63,103,-2.07,1,approved,False
Gamma LLC 971,retail,maintenance,49769.23,10595.2,24,4,18,80,9.5,1,pending,False
Beta Holdings 972,technology,supplies,16406.26,3615.12,32,7,7,191,-11.78,1,approved,False
Vertex Group 973,technology,maintenance,423815.83,23262.27,55,2,14,104,-1.36,1,approved,False
Beta Corp 974,services,consulting,16715.64,783.33,113,5,88,185,-3.31,1,approved,False
Flux LLC 975,retail,maintenance,25893.0,6019.5,78,14,78,49,15.83,1,pending,False
Omega Corp 976,manufacturing,maintenance,26043.39,1562.09,46,1,85,94,-9.17,1,approved,False
Peak Corp 977,manufacturing,equipment,18081.99,1894.68,26,7,24,162,-8.63,1,approved,False
Nexus Inc 978,retail,services,176676.41,22062.73,78,8,39,32,-12.69,1,approved,False
Alpha Holdings 979,manufacturing,maintenance,415799.45,20216.91,31,24,44,185,-17.06,0,pending,True
Omega Holdings 980,technology,consulting,40921.08,1012.63,117,24,47,154,7.94,1,approved,True
Alpha Tech 981,services,maintenance,20819.84,5176.66,57,21,2,135,-2.03,1,approved,False
Omega Solutions 982,services,maintenance,10001.19,2216.58,66,9,53,48,0.82,1,rejected,False
Vertex Group 983,healthcare,services,49252.38,11320.06,108,13,3,163,19.12,1,approved,True
Omega LLC 984,manufacturing,equipment,46486.06,3972.21,37,13,24,168,19.98,0,pending,False
Peak Corp 985,technology,services,35559.52,2511.33,57,21,26,58,-24.69,0,pending,True
Gamma Holdings 986,services,services,71474.8,8430.4,64,18,60,117,9.72,1,approved,False
Alpha LLC 987,retail,maintenance,82136.56,10206.57,33,22,80,12,3.38,0,pending,False
Peak Inc 988,technology,maintenance,77533.6,1650.53,7,14,62,78,-6.92,1,approved,False
Vertex Tech 989,retail,maintenance,46495.0,9263.12,34,23,39,30,4.92,1,approved,False
Alpha Inc 990,healthcare,maintenance,24802.57,6181.63,14,18,47,111,-25.9,1,approved,False
Nexus Corp 991,manufacturing,consulting,101993.72,14442.2,81,18,46,109,21.94,1,approved,False
Apex Tech 992,healthcare,equipment,60476.55,6610.06,1,16,13,106,7.72,0,pending,False
Core LLC 993,healthcare,maintenance,121867.06,13445.95,38,9,86,135,-12.98,1,pending,False
Alpha LLC 994,technology,equipment,112652.2,4742.4,106,15,82,184,-8.78,1,approved,False
Prime Corp 995,services,consulting,19198.56,1559.25,68,9,21,39,-25.55,1,approved,False
Prime LLC 996,retail,supplies,19008.13,2575.42,80,16,10,42,-4.71,1,approved,False
Omega Tech 997,manufacturing,consulting,32714.3,3903.63,80,7,14,43,-7.24,1,approved,False
Nexus Holdings 998,technology,maintenance,25719.06,3738.47,36,20,56,185,-19.88,0,pending,False
Core Group 999,services,consulting,109557.13,23586.02,76,14,2,18,11.65,1,approved,False
Alpha LLC 1000,retail,equipment,79304.31,5694.5,27,18,9,6,19.15,1,approved,False
Alpha LLC 1001,technology,services,144256.35,3803.0,76,6,58,32,-0.41,1,approved,False
Apex Holdings 1002,manufacturing,services,82222.93,2367.35,82,20,13,153,-4.58,1,approved,False
Omega Inc 1003,technology,consulting,70750.84,3598.3,105,20,6,115,6.52,1,approved,True
Peak Inc 1004,technology,consulting,156339.28,23640.23,110,4,1,183,-0.29,1,approved,True
Beta Holdings 1005,manufacturing,consulting,87184.5,17949.76,3,9,63,40,-16.23,1,rejected,False
Core Tech 1006,retail,maintenance,63226.62,14160.57,36,17,32,78,-9.79,1,approved,False
Zen Tech 1007,services,equipment,195704.75,32501.87,66,21,25,111,-4.45,1,approved,False
Peak Solutions 1008,retail,maintenance,65653.4,7400.65,39,18,57,14,3.72,1,approved,False
Gamma Group 1009,healthcare,consulting,46935.4,2606.72,74,12,15,183,0.14,1,approved,False
Vertex Solutions 1010,manufacturing,supplies,30630.19,3440.57,102,8,46,160,3.16,1,approved,False
Nova Tech 1011,healthcare,maintenance,105074.02,10134.97,31,22,43,28,-22.87,1,approved,False
Omega Corp 1012,manufacturing,services,161077.43,35454.1,107,21,60,168,9.98,1,approved,False
Flux LLC 1013,manufacturing,equipment,57499.42,7586.79,105,22,56,89,0.05,0,approved,False
Alpha Inc 1014,services,maintenance,170473.05,12278.33,109,8,60,67,38.29,1,approved,False
Beta Tech 1015,retail,consulting,12381.86,1070.09,9,11,19,189,-5.81,0,approved,True
Flux Tech 1016,technology,maintenance,57276.02,2943.31,35,6,12,103,4.85,1,approved,False
Gamma Solutions 1017,healthcare,services,57984.1,13410.25,15,23,48,45,42.44,1,approved,False
Prime LLC 1018,services,equipment,33469.99,1056.97,15,21,5,161,2.91,1,approved,False
Peak Tech 1019,technology,consulting,403160.02,9254.39,7,5,40,143,-1.01,1,approved,False
Apex Corp 1020,retail,consulting,56786.05,3525.7,53,6,56,38,-14.8,1,approved,False
Flux Inc 1021,services,maintenance,43209.49,8922.8,11,14,73,135,22.92,1,rejected,False
Gamma Holdings 1022,healthcare,equipment,61130.71,8582.59,36,10,58,125,-17.39,1,rejected,False
Flux Solutions 1023,services,consulting,12061.2,1977.36,117,12,89,55,6.41,1,approved,False
Nexus Tech 1024,manufacturing,equipment,32601.24,3334.4,106,9,50,86,-7.1,1,approved,False
Beta LLC 1025,healthcare,maintenance,131477.63,4706.36,112,17,40,167,-2.84,1,approved,False
Zen LLC 1026,retail,services,36201.06,7852.6,5,22,22,34,-21.36,1,pending,False
Zen Group 1027,services,supplies,30850.24,1978.6,79,23,60,144,20.15,1,approved,False
Apex Corp 1028,retail,services,170692.76,4711.74,76,11,72,166,-4.17,1,approved,False
Core Tech 1029,healthcare,consulting,174940.91,26542.38,16,20,28,187,-18.23,1,rejected,False
Flux LLC 1030,retail,supplies,90544.11,3545.39,108,17,6,64,18.79,1,approved,False
Peak Inc 1031,manufacturing,supplies,41602.11,1748.34,49,5,0,53,-7.56,1,approved,False
Core LLC 1032,healthcare,maintenance,49435.45,10089.12,117,20,56,186,5.02,1,approved,False
Nexus Holdings 1033,manufacturing,supplies,31466.54,4187.26,14,9,59,92,12.62,1,approved,False
Beta Tech 1034,services,services,27015.92,2040.97,78,16,10,113,7.11,1,rejected,False
Zen Inc 1035,retail,services,25964.01,2601.18,16,18,2,102,-32.95,1,approved,True
Delta Inc 1036,manufacturing,supplies,36517.85,6855.33,114,23,58,102,10.43,1,approved,False
Omega Tech 1037,retail,maintenance,26166.19,922.66,73,23,35,124,-1.51,1,approved,False
Nexus Group 1038,retail,equipment,17137.7,801.88,10,20,37,84,-4.94,1,approved,False
Nova LLC 1039,retail,maintenance,71362.1,11542.12,26,13,23,78,-1.64,0,approved,False
Vertex Inc 1040,technology,supplies,72234.75,11528.92,43,10,64,80,-24.15,1,pending,False
Zen Tech 1041,technology,supplies,233429.23,56878.84,2,11,67,131,2.88,1,approved,False
Flux Solutions 1042,healthcare,services,35078.0,3723.4,2,23,4,163,-20.47,1,pending,False
Nexus Inc 1043,healthcare,supplies,75877.88,2653.29,111,5,8,111,-4.29,1,approved,False
Vertex Corp 1044,healthcare,equipment,76893.0,11044.42,117,13,49,135,2.34,1,approved,True
Alpha Inc 1045,technology,maintenance,48870.54,8152.57,64,17,54,82,16.11,1,approved,True
Core Inc 1046,retail,supplies,108604.36,5659.23,108,1,13,154,-12.29,1,rejected,False
Core Corp 1047,technology,consulting,111322.13,16381.97,78,16,14,78,21.77,1,approved,False
Peak Inc 1048,healthcare,consulting,77802.5,5095.01,4,7,61,84,14.2,1,approved,False
Prime Corp 1049,services,supplies,48800.13,10457.28,86,7,40,11,-6.44,1,approved,False
Vertex LLC 1050,technology,maintenance,44980.12,9539.71,3,15,10,52,-16.63,1,approved,False
Core Group 1051,healthcare,equipment,20046.24,2381.79,98,1,54,147,-21.66,0,pending,False
Core Group 1052,technology,services,31422.07,7615.17,44,4,6,17,4.08,1,approved,False
Beta Solutions 1053,retail,maintenance,36402.55,8931.29,17,11,20,44,-11.06,1,approved,False
Core Inc 1054,technology,maintenance,24363.04,1211.52,31,15,64,155,17.99,1,pending,False
Beta Tech 1055,retail,services,85130.37,8902.44,82,3,20,174,-10.19,1,approved,False
Omega Tech 1056,healthcare,maintenance,155951.8,24651.92,101,9,5,83,-13.51,1,approved,False
Zen Tech 1057,services,maintenance,28956.5,1144.15,68,8,86,81,3.5,1,rejected,False
Peak Inc 1058,technology,maintenance,75113.32,8113.05,20,13,20,101,-10.29,1,approved,True
Alpha Inc 1059,manufacturing,supplies,26178.95,2096.14,108,8,46,154,0.13,1,approved,True
Apex Holdings 1060,healthcare,consulting,46913.57,11211.01,95,1,74,93,14.79,1,pending,False
Nexus Corp 1061,services,equipment,34466.27,3952.07,49,13,89,34,1.76,1,approved,False
Core Corp 1062,manufacturing,consulting,96907.92,18937.19,66,21,72,86,1.81,0,pending,False
Apex Corp 1063,retail,consulting,34785.97,3789.66,115,15,30,50,3.08,1,approved,False
Nova Holdings 1064,manufacturing,consulting,134501.19,6767.67,45,9,76,136,-25.4,1,approved,False
Zen Solutions 1065,retail,equipment,49188.91,10749.0,4,12,1,28,5.88,1,approved,False
Prime Inc 1066,services,consulting,35607.69,715.57,18,4,29,121,2.4,1,approved,False
Nexus Tech 1067,retail,equipment,21968.3,722.02,72,6,17,25,13.39,1,approved,False
Vertex Solutions 1068,healthcare,services,73318.16,7611.04,119,11,47,194,9.09,1,approved,False
Zen Corp 1069,technology,services,122537.79,21810.08,89,15,80,128,-3.03,1,approved,False
Core LLC 1070,retail,maintenance,74507.64,7345.86,74,12,69,27,15.49,1,pending,False
Delta Corp 1071,services,maintenance,358995.57,12655.29,39,24,89,191,-4.39,1,approved,False
Gamma Tech 1072,manufacturing,equipment,187930.96,17496.98,53,16,12,114,3.71,1,approved,False
Nexus Solutions 1073,retail,services,46815.88,3574.19,5,1,67,121,-4.67,1,pending,False
Beta Holdings 1074,services,consulting,46424.29,986.36,45,13,65,12,6.93,1,approved,False
Beta Holdings 1075,services,services,87182.37,12467.47,75,14,41,37,-5.65,1,approved,False
Alpha Inc 1076,retail,supplies,30625.39,1434.14,108,2,8,161,24.71,1,approved,False
Beta Tech 1077,manufacturing,supplies,152212.16,13109.14,110,10,9,93,30.26,0,pending,False
Prime Tech 1078,manufacturing,services,79959.89,13391.18,98,21,82,123,13.11,1,pending,False
Alpha Solutions 1079,manufacturing,maintenance,73509.29,13729.82,3,9,26,197,23.12,1,pending,False
Apex Group 1080,retail,equipment,103731.69,8360.23,97,11,57,85,-23.09,1,approved,False
Nexus Corp 1081,technology,supplies,237581.0,22739.96,27,6,85,76,-21.32,1,approved,False
Vertex Corp 1082,services,equipment,68649.17,5271.51,74,2,44,160,-4.82,1,approved,False
Nova Corp 1083,services,services,54697.19,13131.94,113,8,18,13,0.62,0,approved,False
Prime Holdings 1084,services,equipment,200180.69,12775.44,106,19,43,91,-2.97,1,approved,False
Core Solutions 1085,services,equipment,129837.68,8067.01,80,24,20,170,-24.63,1,approved,False
Zen Tech 1086,healthcare,supplies,46314.77,5666.99,36,16,16,45,17.27,1,approved,False
Apex Inc 1087,healthcare,maintenance,60123.09,3820.25,62,20,72,60,32.31,1,approved,False
Gamma Inc 1088,healthcare,supplies,70003.79,3923.22,84,16,31,94,19.21,0,pending,False
Core Corp 1089,manufacturing,services,79973.48,3363.07,62,16,61,14,16.28,1,pending,False
Vertex Tech 1090,manufacturing,equipment,20225.92,3382.57,49,11,65,14,3.39,1,approved,False
Gamma Solutions 1091,technology,maintenance,17431.12,2802.56,48,2,49,50,-12.64,1,approved,False
Core Group 1092,manufacturing,supplies,29439.36,4991.08,72,10,48,179,1.09,1,approved,False
Zen Holdings 1093,retail,services,27672.91,5475.33,5,21,16,44,31.58,1,approved,False
Omega Group 1094,retail,maintenance,35772.72,3400.64,119,13,47,146,-5.28,0,approved,False
Beta Inc 1095,manufacturing,equipment,99485.63,23004.8,13,19,67,85,-6.82,1,approved,False
Vertex Inc 1096,retail,services,52305.49,9866.75,118,2,17,152,16.61,1,approved,False
Core LLC 1097,technology,consulting,70060.59,14368.23,5,5,20,66,17.61,1,pending,False
Apex Inc 1098,services,supplies,22483.96,4178.0,62,8,62,174,-12.72,1,approved,False
Prime Group 1099,services,maintenance,41385.52,4239.73,50,9,88,74,-3.92,1,approved,False
Core LLC 1100,technology,supplies,95779.71,8150.61,69,24,35,158,-7.53,1,pending,False
Core Solutions 1101,technology,equipment,96371.13,11292.67,52,12,74,166,1.05,1,approved,True
Zen Group 1102,retail,equipment,33534.87,1419.09,107,16,16,86,16.56,1,rejected,False
Omega Group 1103,healthcare,supplies,68140.7,8435.44,2,16,51,133,-12.06,0,rejected,False
Prime Tech 1104,services,equipment,347694.08,10403.85,118,11,84,23,16.34,1,approved,False
Nova LLC 1105,technology,services,59037.12,1234.32,83,24,39,99,1.52,1,approved,False
Zen Holdings 1106,healthcare,consulting,34387.57,8055.11,93,6,45,74,34.89,0,rejected,False
Nova Corp 1107,technology,consulting,52103.64,9302.97,17,1,13,190,4.78,1,approved,False
Peak Solutions 1108,retail,maintenance,64456.23,9618.47,8,18,47,186,-1.45,1,approved,False
Vertex Group 1109,services,supplies,53053.99,5223.35,48,16,52,156,8.62,1,approved,False
Prime Inc 1110,technology,supplies,58390.95,8830.1,39,7,88,189,-5.06,0,pending,False
Apex Corp 1111,technology,equipment,18868.38,4246.56,94,21,18,195,-26.93,1,approved,False
Prime Holdings 1112,retail,consulting,27719.62,4713.65,107,4,32,153,-3.61,1,approved,False
Flux Holdings 1113,manufacturing,maintenance,53131.85,8425.16,51,7,58,118,-3.84,1,approved,False
Flux Holdings 1114,services,services,52458.92,6601.8,92,4,84,40,-23.88,1,pending,False
Zen Group 1115,services,supplies,38064.93,3787.85,8,5,21,163,-1.1,1,approved,False
Core Holdings 1116,technology,supplies,51968.3,9388.9,89,18,62,38,-31.01,1,approved,False
Core Group 1117,technology,supplies,62869.21,15442.29,12,17,79,37,-5.22,0,rejected,False
Zen Inc 1118,healthcare,equipment,121970.05,14355.18,80,16,56,175,3.65,1,approved,False
Omega Group 1119,retail,maintenance,55305.66,6095.08,46,21,38,22,1.45,1,approved,False
Peak Group 1120,services,services,82395.21,9761.04,50,2,21,28,-6.17,1,approved,False
Gamma Solutions 1121,healthcare,maintenance,38821.12,4576.04,33,15,25,102,-1.28,1,approved,False
Prime Group 1122,technology,consulting,94624.96,23452.2,48,3,4,116,-11.76,1,approved,False
Nexus Group 1123,services,consulting,80868.87,14763.34,105,23,13,9,0.16,1,approved,False
Gamma Tech 1124,technology,consulting,119689.19,12281.6,97,16,39,75,0.87,0,approved,True
Nova Tech 1125,retail,services,105954.85,11172.47,41,19,12,45,-13.5,1,approved,False
Prime Inc 1126,manufacturing,consulting,95893.02,11419.26,35,14,0,60,4.02,1,rejected,False
Nova Tech 1127,manufacturing,supplies,55340.82,1574.1,61,10,62,36,3.92,1,approved,False
Vertex Corp 1128,healthcare,equipment,72834.96,10298.7,82,17,6,135,-2.49,1,approved,True
Vertex Solutions 1129,healthcare,consulting,140197.46,28967.27,22,21,12,94,36.32,1,approved,False
Peak Inc 1130,services,consulting,35537.38,6109.96,87,5,53,191,-2.11,1,approved,False
Core LLC 1131,services,supplies,36216.63,2377.14,113,21,82,1,-4.19,1,approved,False
Beta Tech 1132,manufacturing,supplies,69226.92,12976.44,101,18,65,155,-6.34,0,pending,False
Core Corp 1133,technology,equipment,83468.43,15481.35,66,3,2,181,-14.56,1,approved,False
Omega Solutions 1134,healthcare,services,30968.16,2489.35,39,23,15,97,10.29,1,approved,False
Apex Group 1135,services,consulting,56398.05,9207.61,39,5,66,139,-10.29,1,rejected,False
Beta Corp 1136,retail,services,55536.79,8914.67,89,15,65,88,-8.52,1,approved,False
Vertex Tech 1137,manufacturing,equipment,10175.88,2169.0,55,4,35,119,-8.07,0,approved,False
Beta Group 1138,retail,consulting,50227.84,2576.52,13,5,85,181,-14.77,0,rejected,False
Peak Tech 1139,technology,services,52793.63,3421.71,81,16,79,106,-26.27,0,rejected,False
Prime Tech 1140,healthcare,maintenance,52668.12,6940.24,17,17,66,115,-6.94,1,approved,False
Beta Corp 1141,retail,supplies,185856.74,5604.21,118,17,67,197,13.1,1,approved,False
Apex Inc 1142,healthcare,services,22637.46,2616.59,50,9,70,99,2.95,1,pending,True
Zen LLC 1143,services,consulting,30955.38,6231.02,41,20,13,34,23.41,1,approved,False
Nova Group 1144,services,equipment,10000.0,542.04,7,2,63,136,11.26,1,pending,False
Vertex Corp 1145,retail,consulting,40752.26,5126.15,20,21,84,138,7.86,1,approved,True
Prime LLC 1146,retail,consulting,43629.34,10804.67,113,8,20,47,28.24,0,approved,False
Alpha Solutions 1147,healthcare,equipment,39815.77,5429.34,64,15,1,145,-1.46,1,approved,True
Nexus Inc 1148,services,maintenance,145239.86,19551.39,108,22,32,12,0.95,1,approved,False
Zen Holdings 1149,manufacturing,supplies,119192.37,17702.75,114,7,24,64,-0.17,1,approved,False
Peak Group 1150,services,equipment,63722.01,4000.53,6,10,85,171,23.16,1,rejected,False
Omega Corp 1151,technology,services,44511.8,2396.86,46,20,40,123,0.04,0,pending,False
Alpha Inc 1152,services,consulting,136073.67,23920.6,100,21,59,121,-9.72,1,approved,False
Prime Corp 1153,technology,supplies,58935.19,6543.36,59,6,88,124,8.82,1,approved,False
Peak Holdings 1154,technology,consulting,31113.09,2696.84,61,13,71,32,-12.24,0,rejected,False
Omega Corp 1155,manufacturing,maintenance,15168.88,500.0,68,8,67,192,8.0,1,approved,False
Prime Solutions 1156,technology,maintenance,42064.04,9026.59,84,13,87,59,6.21,1,approved,False
Nova Solutions 1157,technology,maintenance,109503.84,3004.31,112,10,61,157,-2.84,1,rejected,False
Omega Corp 1158,technology,services,369989.89,71221.62,106,1,20,197,8.49,1,approved,False
Peak Tech 1159,retail,services,62899.17,6784.14,75,23,65,48,-22.32,1,pending,False
Nexus Tech 1160,healthcare,maintenance,32458.43,5118.64,69,16,28,126,2.44,1,approved,False
Beta Corp 1161,technology,supplies,23202.79,1785.82,43,12,29,8,-6.94,0,approved,False
Prime Tech 1162,healthcare,services,93112.52,5190.27,14,3,58,127,42.93,1,approved,False
Vertex Inc 1163,services,supplies,14593.14,2082.14,85,2,28,88,2.34,1,approved,False
Nova Holdings 1164,technology,maintenance,92992.68,16737.95,1,12,2,14,-8.95,1,approved,False
Nexus Inc 1165,technology,supplies,115170.54,7481.88,84,16,89,134,-20.67,1,pending,False
Vertex Solutions 1166,services,services,84882.53,10216.68,60,7,51,193,19.58,1,approved,False
Alpha Solutions 1167,services,consulting,50225.12,6141.06,94,18,60,16,-5.25,1,rejected,False
Core Tech 1168,manufacturing,services,94084.87,6555.38,113,10,72,178,-11.87,1,pending,False
Gamma Tech 1169,services,supplies,68648.23,10294.58,66,1,57,168,5.04,1,approved,False
Alpha Corp 1170,technology,services,32128.57,1720.97,69,13,54,109,9.75,1,approved,False
Apex Holdings 1171,retail,consulting,263110.63,36109.91,58,5,71,180,9.51,1,approved,False
Gamma Inc 1172,healthcare,equipment,45191.15,2082.83,45,1,26,61,0.3,1,approved,False
Nova Corp 1173,retail,maintenance,111368.73,14664.45,11,4,74,144,2.39,1,pending,False
Gamma Inc 1174,healthcare,supplies,10000.0,916.68,4,7,65,139,3.48,1,pending,False
Vertex Tech 1175,manufacturing,supplies,166238.15,20616.3,87,13,16,116,5.05,0,approved,True
Core Holdings 1176,healthcare,services,193883.16,23219.9,109,24,13,166,6.37,1,approved,False
Beta Corp 1177,manufacturing,supplies,61320.35,14031.61,7,6,79,175,16.42,1,rejected,False
Nova Tech 1178,retail,equipment,93621.64,12422.2,39,2,80,157,0.85,1,approved,False
Apex Solutions 1179,technology,services,93602.48,19493.16,73,5,89,117,-12.25,0,rejected,False
Nova LLC 1180,technology,equipment,35802.51,2574.2,84,8,9,195,-2.16,1,approved,False
Flux Group 1181,healthcare,maintenance,92753.23,9366.13,88,5,80,111,11.31,1,approved,False
Zen Solutions 1182,technology,consulting,31353.95,1168.58,83,8,77,127,-26.8,1,pending,False
Zen Holdings 1183,technology,consulting,36790.48,4296.1,10,24,69,37,-26.71,0,rejected,False
Flux Group 1184,technology,maintenance,147495.73,25634.9,31,10,44,64,13.77,1,pending,False
Omega Group 1185,technology,consulting,130578.02,27784.18,56,16,45,180,22.8,0,pending,False
Omega Corp 1186,services,consulting,34026.66,5109.46,8,17,38,99,-18.98,1,approved,False
Nova Group 1187,retail,maintenance,33294.21,5567.35,41,4,2,102,1.51,1,approved,False
Prime LLC 1188,services,services,35722.02,2170.88,46,6,45,163,-5.99,1,pending,False
Zen Inc 1189,technology,maintenance,107593.08,3072.58,117,10,21,65,-3.91,1,pending,False
Peak Inc 1190,healthcare,supplies,26903.51,5436.88,38,12,18,53,4.58,1,approved,False
