companyName,industry,totalTransactions,transactionVolume,dataQuality,numSources,daysSinceLastRecon,automationLevel,numAccounts,prevErrorRate,matchedTransactions,unmatchedTransactions,reconciliationStatus
Company 1022,healthcare,242,61130.71,71.41,3,37,73.37,10,0.2,216,26,partial
Company 1023,services,347,12061.2,77.55,7,41,57.35,35,1.42,296,51,failed
Company 1024,manufacturing,221,32601.24,61.46,7,33,24.88,23,1.8,188,33,partial
Company 1025,healthcare,438,131477.63,44.12,7,60,71.04,37,5.4,361,77,partial
Company 1026,retail,77,36201.06,91.37,2,80,70.67,24,5.16,70,7,failed
Company 1027,services,141,30850.24,51.51,5,82,53.81,36,7.98,115,26,partial
Company 1028,retail,66,170692.76,41.98,5,41,29.16,37,8.14,50,16,failed
Company 1029,healthcare,357,174940.91,74.36,2,74,21.24,10,3.3,278,79,failed
Company 1030,retail,131,90544.11,45.0,7,62,91.37,23,11.15,113,18,partial
Company 1031,manufacturing,172,41602.11,45.75,4,18,65.74,38,1.04,149,23,partial
Company 1032,healthcare,421,49435.45,88.02,7,71,78.79,30,1.14,378,43,partial
Company 1033,manufacturing,192,31466.54,69.5,2,32,69.24,13,0.44,173,19,partial
Company 1034,services,89,27015.92,54.49,5,56,80.51,42,0.12,80,9,partial
Company 1035,retail,30,25964.01,60.92,2,65,23.81,12,0.24,25,5,partial
Company 1036,manufacturing,128,36517.85,83.75,7,84,52.24,49,0.32,110,18,partial
Company 1037,retail,459,26166.19,43.98,5,85,66.71,36,10.7,343,116,failed
Company 1038,retail,283,17137.7,46.99,2,72,18.79,18,2.2,207,76,failed
Company 1039,retail,497,71362.1,76.98,3,46,22.75,12,0.87,418,79,partial
Company 1040,technology,123,72234.75,76.42,4,36,63.89,45,1.05,115,8,partial
Company 1041,technology,188,233429.23,98.35,2,40,83.84,27,0.55,176,12,partial
Company 1042,healthcare,98,35078.0,62.47,2,85,66.14,40,1.7,81,17,partial
Company 1043,healthcare,211,75877.88,43.9,7,19,13.08,42,1.48,162,49,failed
Company 1044,healthcare,290,76893.0,72.25,7,47,92.49,6,6.54,257,33,partial
Company 1045,technology,407,48870.54,78.3,5,61,21.86,35,11.29,337,70,partial
Company 1046,retail,196,108604.36,48.38,7,3,29.77,18,0.92,154,42,failed
Company 1047,technology,390,111322.13,73.17,5,57,92.87,45,4.45,364,26,partial
Company 1048,healthcare,320,77802.5,51.87,2,24,75.54,13,2.63,274,46,partial
Company 1049,services,160,48800.13,90.68,6,25,89.61,4,3.2,159,1,successful
Company 1050,technology,457,44980.12,90.11,2,56,78.56,34,1.59,407,50,partial
Company 1051,healthcare,228,20046.24,65.78,6,1,65.4,28,5.68,213,15,partial
Company 1052,technology,92,31422.07,98.0,4,14,34.19,29,4.74,88,4,successful
Company 1053,retail,482,36402.55,98.79,2,41,37.78,15,2.7,432,50,successful
Company 1054,technology,458,24363.04,47.76,3,52,90.52,26,2.48,385,73,partial
Company 1055,retail,43,85130.37,62.06,6,10,83.15,48,0.41,38,5,partial
Company 1056,healthcare,453,155951.8,76.02,7,33,40.56,38,0.81,383,70,successful
Company 1057,services,474,28956.5,45.09,5,28,41.73,49,0.84,386,88,partial
Company 1058,technology,417,75113.32,62.96,2,48,35.3,18,0.13,348,69,partial
Company 1059,manufacturing,142,26178.95,55.67,7,27,37.72,43,1.39,111,31,failed
Company 1060,healthcare,323,46913.57,97.12,6,1,83.16,20,2.57,321,2,successful
Company 1061,services,278,34466.27,64.7,4,48,10.89,46,4.71,222,56,failed
Company 1062,manufacturing,317,96907.92,85.76,5,76,47.06,43,0.1,278,39,partial
Company 1063,retail,315,34785.97,63.2,7,53,90.14,10,2.19,272,43,partial
Company 1064,manufacturing,326,134501.19,47.91,4,33,56.12,48,7.86,265,61,partial
Company 1065,retail,266,49188.91,91.79,2,43,48.29,31,1.1,238,28,successful
Company 1066,services,351,35607.69,40.03,2,13,36.55,39,0.31,284,67,partial
Company 1067,retail,272,21968.3,43.36,5,22,16.28,30,4.34,213,59,failed
Company 1068,healthcare,27,73318.16,61.86,7,39,29.08,13,1.55,23,4,successful
Company 1069,technology,36,122537.79,81.21,6,53,17.69,49,3.05,31,5,partial
Company 1070,retail,479,74507.64,60.5,5,44,20.77,8,1.11,401,78,partial
Company 1071,services,456,358995.57,43.98,3,86,23.9,41,2.29,347,109,failed
Company 1072,manufacturing,301,187930.96,59.07,4,57,35.67,12,8.81,246,55,partial
Company 1073,retail,103,46815.88,54.7,2,3,10.94,39,1.2,83,20,partial
Company 1074,services,395,46424.29,40.33,4,47,90.76,22,4.11,343,52,partial
Company 1075,services,88,87182.37,72.09,5,52,20.52,14,2.85,74,14,partial
Company 1076,retail,201,30625.39,47.0,7,4,42.57,14,4.94,165,36,partial
Company 1077,manufacturing,178,152212.16,57.25,7,35,84.76,18,4.76,154,24,partial
Company 1078,manufacturing,25,79959.89,78.47,6,78,19.06,45,2.6,21,4,partial
Company 1079,manufacturing,407,73509.29,83.51,2,32,51.11,39,7.84,362,45,successful
Company 1080,retail,264,103731.69,55.81,6,41,81.81,34,0.12,229,35,partial
Company 1081,technology,171,237581.0,59.75,3,20,57.34,32,0.23,145,26,partial
Company 1082,services,263,68649.17,54.81,5,7,27.88,22,0.29,225,38,partial
Company 1083,services,20,54697.19,97.41,7,29,72.52,45,2.6,19,1,failed
Company 1084,services,229,200180.69,51.43,7,69,67.91,15,0.39,203,26,partial
Company 1085,services,269,129837.68,50.99,5,88,40.79,47,2.19,208,61,failed
Company 1086,healthcare,183,46314.77,66.7,3,59,13.94,20,2.77,152,31,partial
Company 1087,healthcare,418,60123.09,51.36,5,74,10.67,19,2.52,297,121,failed
Company 1088,healthcare,139,70003.79,49.4,6,58,80.16,25,1.47,121,18,partial
Company 1089,manufacturing,86,79973.48,45.75,5,59,37.33,38,2.3,64,22,failed
Company 1090,manufacturing,273,20225.92,78.41,4,38,21.71,36,3.38,225,48,partial
Company 1091,technology,445,17431.12,76.72,4,6,54.08,39,5.98,403,42,partial
Company 1092,manufacturing,200,29439.36,79.01,5,37,88.27,7,0.43,181,19,partial
Company 1093,retail,42,27672.91,86.4,2,77,10.72,10,5.19,34,8,partial
Company 1094,retail,485,35772.72,59.58,7,48,14.77,42,2.37,383,102,failed
Company 1095,manufacturing,233,99485.63,95.11,2,68,45.45,49,0.3,214,19,partial
Company 1096,retail,103,52305.49,83.99,7,5,67.46,8,1.59,93,10,partial
Company 1097,technology,315,70060.59,88.28,2,18,50.47,45,1.8,288,27,partial
Company 1098,services,173,22483.96,83.26,5,27,86.29,15,2.16,160,13,partial
Company 1099,services,470,41385.52,61.51,4,32,13.75,49,2.25,395,75,partial
Company 1100,technology,161,95779.71,56.98,5,88,38.91,49,7.74,132,29,partial
Company 1101,technology,284,96371.13,65.35,4,42,39.86,32,2.07,224,60,failed
Company 1102,retail,280,33534.87,45.82,7,59,38.91,11,2.47,231,49,partial
Company 1103,healthcare,136,68140.7,67.08,2,58,51.45,40,0.46,113,23,partial
Company 1104,services,259,347694.08,42.59,7,38,77.2,7,1.94,219,40,successful
Company 1105,technology,72,59037.12,40.24,6,87,37.02,18,5.99,53,19,failed
Company 1106,healthcare,328,34387.57,95.89,6,20,73.28,33,2.36,315,13,successful
Company 1107,technology,383,52103.64,81.36,2,4,22.45,6,1.19,367,16,successful
Company 1108,retail,476,64456.23,73.71,2,67,57.66,21,0.57,415,61,partial
Company 1109,services,176,53053.99,60.47,4,59,41.88,40,1.04,143,33,partial
Company 1110,technology,156,58390.95,74.23,3,24,55.83,7,1.12,138,18,partial
Company 1111,technology,283,18868.38,93.49,6,78,19.16,20,0.38,232,51,failed
Company 1112,retail,352,27719.62,79.14,7,15,91.04,3,11.52,340,12,partial
Company 1113,manufacturing,496,53131.85,76.15,4,23,87.03,33,1.27,463,33,partial
Company 1114,services,32,52458.92,67.61,6,14,80.24,6,0.68,28,4,partial
Company 1115,services,134,38064.93,60.74,2,17,85.89,16,1.2,116,18,partial
Company 1116,technology,145,51968.3,81.91,6,65,22.47,27,0.62,123,22,partial
Company 1117,technology,142,62869.21,98.86,2,63,52.82,13,4.84,133,9,successful
Company 1118,healthcare,242,121970.05,65.49,6,58,37.02,13,1.43,193,49,failed
Company 1119,retail,438,55305.66,63.53,4,77,85.43,42,0.1,395,43,partial
Company 1120,services,34,82395.21,65.69,4,7,26.1,39,1.67,29,5,partial
Company 1121,healthcare,411,38821.12,65.53,3,56,28.7,6,3.36,327,84,failed
Company 1122,technology,316,94624.96,99.44,4,11,68.37,43,0.1,299,17,partial
Company 1123,services,315,80868.87,82.41,7,86,17.56,25,1.38,279,36,partial
Company 1124,technology,345,119689.19,61.55,6,57,72.25,9,3.22,282,63,partial
Company 1125,retail,75,105954.85,62.29,4,68,32.79,45,0.4,60,15,partial
Company 1126,manufacturing,378,95893.02,65.85,3,51,66.18,18,0.87,339,39,failed
Company 1127,manufacturing,139,55340.82,42.2,5,35,84.21,18,2.73,118,21,partial
Company 1128,healthcare,267,72834.96,71.67,6,62,61.82,9,11.25,222,45,partial
Company 1129,healthcare,344,140197.46,88.68,3,75,28.08,44,1.09,307,37,partial
Company 1130,services,309,35537.38,79.63,6,16,14.18,16,6.74,273,36,partial
Company 1131,services,175,36216.63,51.91,7,78,13.79,30,6.11,136,39,successful
Company 1132,manufacturing,210,69226.92,83.68,7,65,17.55,14,1.68,174,36,partial
Company 1133,technology,248,83468.43,83.17,5,8,59.28,45,1.69,224,24,partial
Company 1134,healthcare,39,30968.16,55.75,3,84,39.6,39,0.3,32,7,partial
Company 1135,services,368,56398.05,77.37,3,17,30.66,26,0.53,308,60,partial
Company 1136,retail,67,55536.79,76.66,6,54,28.64,19,0.2,60,7,partial
Company 1137,manufacturing,240,10175.88,90.39,4,12,90.63,33,12.18,239,1,partial
Company 1138,retail,334,50227.84,48.16,2,18,20.1,26,4.05,265,69,failed
Company 1139,technology,58,52793.63,51.69,6,58,35.91,47,1.28,47,11,partial
Company 1140,healthcare,497,52668.12,69.16,2,61,50.08,34,1.29,441,56,partial
Company 1141,retail,201,185856.74,42.65,7,62,10.04,4,3.15,164,37,partial
Company 1142,healthcare,27,22637.46,64.94,4,31,88.28,41,9.48,25,2,successful
Company 1143,services,336,30955.38,87.29,4,73,18.42,12,2.48,268,68,failed
Company 1144,services,287,10000.0,48.92,2,5,68.01,17,1.07,245,42,partial
Company 1145,retail,327,40752.26,67.6,3,77,63.45,23,3.72,283,44,partial
Company 1146,retail,380,43629.34,99.39,7,27,78.77,12,1.16,359,21,failed
Company 1147,healthcare,248,39815.77,70.36,5,56,65.37,47,9.24,227,21,failed
Company 1148,services,416,145239.86,69.9,7,81,75.4,48,1.44,381,35,partial
Company 1149,manufacturing,197,119192.37,73.53,7,23,45.81,10,0.41,168,29,partial
Company 1150,services,281,63722.01,51.16,2,37,51.54,18,2.07,232,49,partial
Company 1151,technology,96,44511.8,48.83,4,74,69.64,20,3.26,77,19,partial
Company 1152,services,317,136073.67,80.64,7,77,58.32,34,2.09,275,42,partial
Company 1153,technology,145,58935.19,63.75,4,21,53.48,31,1.55,125,20,partial
Company 1154,technology,354,31113.09,57.39,5,46,27.47,34,1.69,298,56,partial
Company 1155,manufacturing,404,15168.88,41.88,5,30,31.94,4,2.01,311,93,failed
Company 1156,technology,432,42064.04,90.76,6,47,40.47,27,3.81,351,81,partial
Company 1157,technology,465,109503.84,41.94,7,34,10.79,12,0.11,338,127,failed
Company 1158,technology,78,369989.89,85.0,7,1,45.48,13,3.86,69,9,partial
Company 1159,retail,86,62899.17,62.92,5,83,10.24,39,0.53,66,20,failed
Company 1160,healthcare,464,32458.43,75.92,5,57,58.03,9,0.21,410,54,partial
Company 1161,technology,202,23202.79,54.86,4,42,69.84,4,0.24,166,36,partial
Company 1162,healthcare,32,93112.52,49.32,2,10,57.78,25,2.43,26,6,partial
Company 1163,services,157,14593.14,72.0,6,7,68.95,37,7.57,137,20,partial
Company 1164,technology,421,92992.68,81.74,2,43,10.0,27,0.29,343,78,partial
Company 1165,technology,190,115170.54,51.73,6,58,15.05,10,2.71,145,45,successful
Company 1166,services,56,84882.53,66.18,4,24,69.37,39,8.58,48,8,partial
Company 1167,services,366,50225.12,66.68,6,67,78.25,20,5.2,325,41,partial
Company 1168,manufacturing,113,94084.87,52.96,7,35,71.0,36,1.05,93,20,partial
Company 1169,services,189,68648.23,73.9,5,1,66.36,12,4.82,169,20,partial
Company 1170,technology,21,32128.57,48.76,5,48,70.13,45,0.68,17,4,partial
Company 1171,retail,308,263110.63,70.58,4,17,72.87,16,8.74,282,26,partial
Company 1172,healthcare,233,45191.15,46.81,4,2,71.57,48,0.1,200,33,failed
Company 1173,retail,436,111368.73,69.13,2,12,72.73,20,1.99,407,29,partial
Company 1174,healthcare,180,10000.0,58.7,2,26,16.29,37,0.7,141,39,failed
Company 1175,manufacturing,118,166238.15,67.13,6,46,15.38,26,2.48,97,21,successful
Company 1176,healthcare,99,193883.16,66.02,7,89,40.7,6,0.1,80,19,partial
Company 1177,manufacturing,116,61320.35,94.48,2,20,54.85,7,1.21,104,12,partial
Company 1178,retail,236,93621.64,69.4,3,6,74.82,22,3.6,213,23,partial
Company 1179,technology,61,93602.48,89.11,5,18,38.45,12,0.2,58,3,successful
Company 1180,technology,213,35802.51,53.54,6,29,33.38,31,15.84,165,48,failed
Company 1181,healthcare,430,92753.23,61.12,6,19,76.42,9,2.36,379,51,partial
Company 1182,technology,388,31353.95,44.51,6,29,31.19,30,0.21,297,91,failed
Company 1183,technology,325,36790.48,65.24,2,87,79.77,12,0.92,265,60,partial
Company 1184,technology,448,147495.73,80.12,3,34,25.06,11,4.56,375,73,partial
Company 1185,technology,394,130578.02,90.29,4,57,40.56,20,0.28,345,49,partial
Company 1186,services,333,34026.66,73.95,2,61,44.09,30,3.9,280,53,partial
Company 1187,retail,434,33294.21,78.4,4,12,35.46,21,3.05,379,55,partial
Company 1188,services,79,35722.02,50.64,4,23,10.29,19,0.48,59,20,failed
Company 1189,technology,412,107593.08,42.23,7,37,30.02,18,5.84,316,96,failed
Company 1190,healthcare,161,26903.51,87.5,3,41,38.7,18,5.79,144,17,failed
Company 1191,retail,371,79647.83,50.02,7,2,36.66,21,0.89,294,77,failed
Company 1192,retail,458,108822.94,45.47,6,58,76.77,42,2.76,376,82,partial
Company 1193,services,258,55793.0,96.25,6,27,14.03,30,3.0,231,27,partial
Company 1194,services,62,134329.49,97.81,6,29,43.06,22,1.47,56,6,partial
Company 1195,services,197,46936.55,76.98,7,54,13.19,38,0.31,167,30,partial
Company 1196,technology,215,50458.96,62.72,3,85,89.11,27,2.5,176,39,failed
Company 1197,technology,469,27397.39,89.99,4,77,77.17,47,1.96,440,29,partial
Company 1198,healthcare,472,135096.13,52.28,5,88,93.48,29,1.99,405,67,partial
Company 1199,retail,292,32428.2,65.76,7,37,87.36,13,0.85,262,30,partial
Company 1200,healthcare,476,79206.8,61.42,2,11,36.84,29,0.1,422,54,failed
Company 1201,manufacturing,229,56553.77,94.76,4,20,68.78,39,4.81,213,16,partial
Company 1202,manufacturing,217,25790.81,95.19,3,31,36.06,13,5.45,192,25,partial
Company 1203,services,421,36780.29,79.05,3,27,85.5,12,3.74,406,15,successful
Company 1204,healthcare,340,181008.23,46.64,6,19,44.91,31,2.08,299,41,successful
Company 1205,technology,270,70356.19,68.93,3,14,41.95,44,2.06,229,41,partial
Company 1206,technology,239,26706.97,54.72,6,17,87.7,18,1.45,211,28,partial
Company 1207,manufacturing,358,76440.09,93.09,7,59,81.12,26,0.37,346,12,successful
Company 1208,manufacturing,381,53268.94,48.3,6,44,92.15,33,8.52,324,57,partial
Company 1209,retail,255,500000.0,43.26,3,4,15.65,34,0.74,208,47,partial
Company 1210,retail,35,75214.48,82.27,2,51,30.68,9,0.18,31,4,partial
Company 1211,healthcare,68,44156.71,67.2,4,75,35.57,21,0.79,55,13,partial
Company 1212,services,89,186469.38,90.3,5,38,46.07,49,1.21,82,7,partial
Company 1213,manufacturing,241,13727.7,44.48,6,29,50.22,44,1.44,198,43,partial
Company 1214,retail,314,64566.83,88.06,4,25,34.78,39,1.73,269,45,partial
Company 1215,retail,405,295239.68,42.24,3,34,77.19,4,4.59,327,78,partial
Company 1216,manufacturing,131,54559.14,41.68,7,25,28.98,22,10.19,100,31,partial
Company 1217,retail,397,14963.35,67.68,7,83,69.2,5,3.27,350,47,partial
Company 1218,manufacturing,339,43619.76,53.28,5,89,82.4,17,9.62,289,50,partial
Company 1219,healthcare,44,191686.1,75.62,6,31,61.31,43,0.73,40,4,partial
Company 1220,technology,188,80890.82,41.55,7,83,40.1,21,3.32,148,40,failed
Company 1221,technology,165,30604.89,42.12,4,76,25.97,10,0.62,129,36,failed
Company 1222,technology,445,34606.81,83.63,2,7,21.42,36,3.39,395,50,partial
Company 1223,services,462,38263.04,52.61,5,44,73.25,38,0.4,400,62,partial
Company 1224,manufacturing,413,79934.14,79.39,4,59,49.88,33,0.62,367,46,partial
Company 1225,technology,273,174653.08,85.0,6,38,13.94,41,0.57,224,49,partial
Company 1226,services,256,138959.58,43.56,6,41,93.63,35,1.73,213,43,partial
Company 1227,manufacturing,169,86233.13,86.19,4,44,67.06,32,3.93,148,21,failed
Company 1228,manufacturing,390,20633.77,56.11,4,62,81.76,44,0.1,348,42,failed
Company 1229,services,61,20695.14,63.37,4,27,47.25,18,6.28,55,6,partial
Company 1230,technology,150,91729.71,45.2,5,54,91.21,24,0.39,118,32,failed
Company 1231,technology,84,20406.79,90.32,5,22,26.96,29,3.04,79,5,partial
Company 1232,manufacturing,257,49988.41,73.64,5,80,25.74,34,1.12,213,44,partial
Company 1233,technology,163,76368.1,70.28,5,8,85.68,25,0.21,155,8,successful
Company 1234,healthcare,114,24098.98,98.11,7,6,85.8,23,0.92,113,1,successful
Company 1235,technology,200,26386.03,60.07,3,4,52.42,10,0.41,183,17,partial
Company 1236,technology,433,55531.36,93.45,3,32,20.69,32,0.87,387,46,partial
Company 1237,technology,287,89582.94,83.18,6,54,35.94,8,0.1,239,48,partial
Company 1238,retail,415,139974.43,95.71,7,88,74.1,25,4.26,376,39,partial
Company 1239,technology,458,97308.61,94.47,5,41,81.91,22,4.33,438,20,successful
Company 1240,technology,453,63508.26,99.46,4,17,39.55,39,6.26,414,39,partial
Company 1241,services,188,32959.81,47.9,4,33,15.2,25,4.3,152,36,partial
Company 1242,retail,441,25419.56,87.76,4,12,66.59,3,12.42,403,38,partial
Company 1243,retail,456,39787.11,88.27,2,43,72.86,26,0.16,414,42,partial
Company 1244,technology,480,83112.34,78.66,5,65,46.04,13,0.15,401,79,partial
Company 1245,retail,188,78378.03,56.73,3,4,59.56,20,0.36,161,27,partial
Company 1246,retail,129,11159.86,97.91,3,70,93.93,16,1.33,123,6,successful
Company 1247,manufacturing,300,31935.02,52.27,5,21,30.82,10,3.12,228,72,failed
Company 1248,technology,467,156937.99,69.97,7,60,58.7,47,0.23,393,74,partial
Company 1249,services,452,63791.3,71.29,3,73,61.93,14,2.22,362,90,partial
Company 1250,services,294,19271.7,49.71,7,70,56.67,26,5.1,233,61,failed
Company 1251,technology,91,394217.06,83.35,5,60,83.88,41,7.39,86,5,partial
Company 1252,technology,222,58503.78,45.33,7,62,61.43,20,0.91,173,49,failed
Company 1253,technology,362,81427.41,81.59,4,17,53.17,47,5.29,333,29,partial
Company 1254,manufacturing,288,82423.0,90.92,7,13,20.46,22,1.77,282,6,successful
Company 1255,technology,185,44619.38,60.96,5,34,69.77,47,0.33,169,16,partial
Company 1256,services,184,33454.48,82.57,6,55,21.23,24,0.37,158,26,failed
Company 1257,healthcare,48,326877.25,49.41,5,56,12.26,3,1.06,39,9,partial
Company 1258,services,158,133594.54,90.76,4,70,51.53,43,1.29,134,24,partial
Company 1259,manufacturing,341,115560.53,97.12,5,28,58.66,43,0.57,303,38,successful
Company 1260,services,135,94942.94,49.16,7,78,94.92,48,2.15,114,21,partial
Company 1261,technology,496,26831.88,81.51,6,40,70.55,8,2.52,456,40,partial
Company 1262,retail,59,166379.09,70.35,2,22,82.13,42,4.64,55,4,partial
Company 1263,retail,302,30500.36,71.89,6,66,39.44,19,0.55,250,52,partial
Company 1264,services,258,75104.03,82.39,7,12,53.26,42,3.81,235,23,partial
Company 1265,manufacturing,419,16130.84,69.32,6,37,92.81,48,1.92,382,37,partial
Company 1266,services,446,11699.63,76.02,4,70,45.48,12,2.99,379,67,partial
Company 1267,technology,280,77236.93,53.85,4,69,78.62,20,2.36,236,44,successful
Company 1268,services,322,31342.2,62.71,6,23,54.71,15,2.77,270,52,partial
Company 1269,manufacturing,355,12193.59,91.91,5,15,29.04,17,2.64,323,32,partial
Company 1270,manufacturing,270,92271.22,46.59,4,3,59.34,31,8.61,228,42,partial
Company 1271,services,108,326460.62,75.85,4,8,28.54,22,1.37,93,15,partial
Company 1272,retail,225,181979.3,51.06,4,74,10.26,33,0.42,178,47,failed
Company 1273,retail,135,48734.66,90.79,2,70,30.05,34,0.36,122,13,partial
Company 1274,manufacturing,242,60299.33,74.74,2,46,26.42,12,2.01,210,32,partial
Company 1275,technology,315,121803.58,64.18,2,51,41.53,5,0.91,255,60,partial
Company 1276,retail,120,146928.66,54.99,4,30,85.53,38,1.09,106,14,partial
Company 1277,technology,139,45486.53,66.21,5,18,42.97,11,0.1,116,23,partial
Company 1278,technology,415,61533.82,97.46,4,2,81.84,12,1.77,405,10,successful
Company 1279,services,201,76152.4,70.55,7,60,57.23,31,4.65,167,34,partial
Company 1280,manufacturing,115,93255.76,68.17,3,4,10.65,15,1.3,101,14,partial
Company 1281,retail,362,53827.45,84.78,4,10,26.04,11,1.01,330,32,partial
Company 1282,retail,363,54389.79,62.74,3,71,89.16,17,0.87,330,33,partial
Company 1283,retail,416,180568.57,65.65,3,52,61.35,27,1.31,372,44,partial
Company 1284,manufacturing,384,157568.66,60.22,5,44,89.01,42,9.22,331,53,partial
Company 1285,services,496,87722.04,49.06,3,20,36.36,49,1.11,401,95,partial
Company 1286,services,295,236874.86,82.83,3,14,70.91,37,0.1,289,6,successful
Company 1287,retail,157,43951.56,92.38,6,42,75.62,45,4.0,145,12,partial
Company 1288,retail,434,219340.1,94.34,6,32,92.93,27,0.1,401,33,partial
Company 1289,manufacturing,147,92412.02,92.85,3,48,11.55,22,3.19,132,15,partial
Company 1290,manufacturing,159,500000.0,67.11,2,15,90.94,41,3.06,146,13,failed
Company 1291,manufacturing,417,23063.68,57.04,3,21,43.29,17,5.88,368,49,partial
Company 1292,healthcare,443,34493.42,78.28,5,11,81.23,41,0.39,416,27,partial
Company 1293,manufacturing,182,83703.68,97.28,7,38,56.3,49,1.43,169,13,partial
Company 1294,retail,370,82272.09,83.62,2,25,58.0,21,8.78,349,21,partial
Company 1295,retail,462,284962.02,69.69,2,20,40.55,32,1.29,379,83,partial
Company 1296,retail,403,35076.98,81.33,5,49,80.42,39,0.5,362,41,partial
Company 1297,technology,22,123492.39,86.35,7,45,32.44,39,6.84,19,3,partial
Company 1298,technology,338,151747.07,95.16,5,19,51.84,12,1.19,292,46,partial
Company 1299,healthcare,101,105210.49,85.79,7,63,57.61,48,0.12,93,8,partial
Company 1300,retail,426,27755.88,65.99,5,31,73.11,26,2.03,370,56,partial
Company 1301,technology,52,184648.08,56.42,2,31,50.09,4,2.99,45,7,partial
Company 1302,manufacturing,496,160084.96,69.99,4,43,67.82,8,0.79,444,52,partial
Company 1303,healthcare,105,96728.91,59.69,6,13,51.25,37,1.6,92,13,partial
Company 1304,retail,221,70507.77,96.57,5,38,66.04,23,2.75,203,18,partial
Company 1305,services,132,71745.93,70.48,3,52,67.3,8,2.87,112,20,partial
Company 1306,services,410,56219.07,68.32,3,12,70.3,27,2.33,369,41,partial
Company 1307,manufacturing,208,99970.27,60.89,5,51,79.98,31,0.18,187,21,partial
Company 1308,healthcare,377,61384.21,78.36,4,4,55.96,6,0.52,342,35,partial
Company 1309,technology,52,30369.07,71.2,5,54,26.43,19,4.83,42,10,partial
Company 1310,services,237,25877.44,47.74,4,4,67.77,24,2.69,195,42,partial
Company 1311,retail,457,32806.14,92.15,4,16,16.56,39,2.32,409,48,partial
Company 1312,services,464,71518.1,61.54,5,32,28.61,33,6.13,375,89,partial
Company 1313,manufacturing,120,58596.8,65.95,2,55,77.33,7,1.62,105,15,partial
Company 1314,technology,209,71130.75,52.34,4,64,46.98,31,1.82,168,41,partial
Company 1315,technology,216,89379.85,73.2,4,42,52.33,45,0.64,186,30,partial
Company 1316,healthcare,291,36248.14,82.12,6,12,93.93,5,1.66,279,12,successful
Company 1317,manufacturing,277,193402.37,92.87,6,35,29.99,49,1.71,252,25,partial
Company 1318,technology,70,48331.14,43.1,4,71,11.66,7,0.24,57,13,partial
Company 1319,healthcare,386,42330.3,98.4,3,9,19.47,32,2.24,359,27,partial
Company 1320,services,128,88071.92,82.23,3,64,30.78,19,0.58,116,12,partial
Company 1321,manufacturing,171,13777.5,57.06,3,35,71.7,37,4.93,143,28,partial
Company 1322,manufacturing,423,31811.16,52.27,3,1,75.94,42,1.17,351,72,partial
Company 1323,technology,351,131249.88,57.77,6,62,58.07,43,1.89,293,58,partial
Company 1324,healthcare,210,14914.1,92.54,2,3,31.68,43,2.39,197,13,partial
Company 1325,retail,457,146394.36,57.48,2,33,54.35,41,0.27,398,59,partial
Company 1326,services,209,200568.13,67.77,5,18,11.27,17,3.72,181,28,partial
Company 1327,retail,291,44553.04,82.34,3,52,67.95,24,5.03,239,52,partial
Company 1328,manufacturing,138,75618.04,92.32,6,5,62.22,36,1.0,135,3,failed
Company 1329,retail,107,146571.65,79.51,6,9,11.85,10,2.1,93,14,partial
Company 1330,technology,255,41215.46,85.19,6,48,79.45,30,1.7,223,32,failed
Company 1331,healthcare,290,119876.87,50.4,4,89,74.89,27,1.21,245,45,partial
Company 1332,manufacturing,406,34999.22,92.64,4,4,36.2,49,1.88,374,32,partial
Company 1333,manufacturing,207,40860.46,56.54,4,42,64.01,5,3.48,178,29,partial
Company 1334,services,449,31587.94,47.7,3,72,61.13,7,1.1,379,70,partial
Company 1335,services,311,78756.63,98.57,5,26,22.17,4,1.02,285,26,partial
Company 1336,services,53,151202.49,52.1,7,44,26.43,28,5.75,40,13,failed
Company 1337,technology,374,51673.98,48.2,3,75,68.07,28,0.26,306,68,partial
Company 1338,manufacturing,295,21655.2,77.56,2,65,89.35,30,1.99,253,42,partial
Company 1339,services,206,25180.74,59.13,5,27,58.98,14,2.68,181,25,partial
Company 1340,retail,244,82098.87,48.0,4,67,58.26,17,5.03,208,36,partial
Company 1341,technology,164,261788.74,76.07,6,61,64.97,22,5.62,137,27,partial
Company 1342,services,314,82041.46,85.54,7,46,47.45,5,0.64,274,40,partial
Company 1343,manufacturing,292,43935.71,87.59,7,40,14.6,38,5.67,243,49,partial
Company 1344,manufacturing,234,110519.49,49.33,4,83,43.7,5,4.6,182,52,failed
Company 1345,services,156,49434.36,73.41,7,78,86.52,34,0.33,141,15,partial
Company 1346,manufacturing,211,44239.43,88.82,2,89,78.42,24,3.27,187,24,partial
Company 1347,retail,258,27812.27,49.67,4,61,88.83,49,1.09,225,33,partial
Company 1348,retail,246,184750.04,52.46,3,32,22.99,35,2.34,206,40,partial
Company 1349,retail,168,10000.0,40.14,7,10,53.01,25,2.0,144,24,successful
Company 1350,technology,299,113355.86,71.48,5,12,59.7,35,5.14,256,43,partial
Company 1351,healthcare,128,41315.96,51.68,4,85,27.84,8,0.97,105,23,partial
Company 1352,services,260,43119.36,83.45,2,33,27.08,11,1.66,238,22,partial
Company 1353,retail,78,231851.45,97.73,6,10,76.47,26,0.94,78,0,successful
Company 1354,retail,246,33816.2,52.53,5,20,67.11,43,9.68,207,39,partial
Company 1355,services,396,34750.34,78.95,7,2,65.01,41,0.1,356,40,partial
